_id,Amount,GLNo,Date,NotingType,Source[0],Source[1],COB,Key,Find
675277c73606ba2acbdb39b3,2640,GL093838/24,2024-09-30T00:00:00.000Z,IntDue,LoanStatus_2024-09-30,,30092024,GL093838/24300920242640,FALSE
675277c73606ba2acbdb39b1,201,GL093832/24,2024-09-30T00:00:00.000Z,IntDue,LoanStatus_2024-09-30,,30092024,GL093832/2430092024201,FALSE
675277c73606ba2acbdb39b4,3277,GL093840/24,2024-09-30T00:00:00.000Z,IntDue,LoanStatus_2024-09-30,,30092024,GL093840/24300920243277,FALSE
675277c73606ba2acbdb39b2,583,GL093837/24,2024-09-30T00:00:00.000Z,IntDue,LoanStatus_2024-09-30,,30092024,GL093837/2430092024583,FALSE
675277c73606ba2acbdb39b5,547,GL093841/24,2024-09-30T00:00:00.000Z,IntDue,LoanStatus_2024-09-30,,30092024,GL093841/2430092024547,FALSE
675277c73606ba2acbdb39b6,448,GL093842/24,2024-09-30T00:00:00.000Z,IntDue,LoanStatus_2024-09-30,,30092024,GL093842/2430092024448,FALSE
675277c73606ba2acbdb39b8,1509,GL093847/24,2024-09-30T00:00:00.000Z,IntDue,LoanStatus_2024-09-30,,30092024,GL093847/24300920241509,FALSE
675277c73606ba2acbdb39b7,189,GL093845/24,2024-09-30T00:00:00.000Z,IntDue,LoanStatus_2024-09-30,,30092024,GL093845/2430092024189,FALSE
675277c73606ba2acbdb39b9,4418,GL093848/24,2024-09-30T00:00:00.000Z,IntDue,LoanStatus_2024-09-30,,30092024,GL093848/24300920244418,FALSE
675277c93606ba2acbdb39ba,90,GL093850/24,2024-09-30T00:00:00.000Z,IntDue,LoanStatus_2024-09-30,,30092024,GL093850/243009202490,FALSE
675277c93606ba2acbdb39bb,259,GL093851/24,2024-09-30T00:00:00.000Z,IntDue,LoanStatus_2024-09-30,,30092024,GL093851/2430092024259,FALSE
675277c93606ba2acbdb39bc,503,GL093854/24,2024-09-30T00:00:00.000Z,IntDue,LoanStatus_2024-09-30,,30092024,GL093854/2430092024503,FALSE
675277c93606ba2acbdb39bd,467,GL093856/24,2024-09-30T00:00:00.000Z,IntDue,LoanStatus_2024-09-30,,30092024,GL093856/2430092024467,FALSE
675277c93606ba2acbdb39be,288,GL093857/24,2024-09-30T00:00:00.000Z,IntDue,LoanStatus_2024-09-30,,30092024,GL093857/2430092024288,FALSE
675277c93606ba2acbdb39bf,39,GL093858/24,2024-09-30T00:00:00.000Z,IntDue,LoanStatus_2024-09-30,,30092024,GL093858/243009202439,FALSE
675277c93606ba2acbdb39c0,719,GL093860/24,2024-09-30T00:00:00.000Z,IntDue,LoanStatus_2024-09-30,,30092024,GL093860/2430092024719,FALSE
