GLNo,Find
GL088144/23,TRUE
GL088725/23,TRUE
GL085597/22,TRUE
GL087463/23,TRUE
GL084707/22,TRUE
GL089454/23,TRUE
GL092230/24,TRUE
GL090359/23,TRUE
GL091867/23,TRUE
GL086065/23,TRUE
GL090865/23,TRUE
GL089257/23,TRUE
GL090772/23,TRUE
GL091922/23,TRUE
GL090197/23,TRUE
GL092167/24,TRUE
GL091985/24,TRUE
GL091529/23,TRUE
GL091308/23,TRUE
GL092075/24,TRUE
GL092256/24,TRUE
GL092093/24,TRUE
GL086826/23,TRUE
GL089598/23,TRUE
GL089597/23,TRUE
GL089352/23,TRUE
GL091839/23,TRUE
GL092067/24,TRUE
GL091601/23,TRUE
GL091261/23,TRUE
GL092120/24,TRUE
GL092221/24,TRUE
GL092236/24,TRUE
GL083198/22,TRUE
GL090594/23,TRUE
GL092213/24,TRUE
GL092242/24,TRUE
GL091754/23,TRUE
GL089435/23,TRUE
GL089834/23,TRUE
GL091597/23,TRUE
GL092143/24,TRUE
GL091688/23,TRUE
GL087420/23,TRUE
GL091789/23,TRUE
GL091868/23,TRUE
GL091181/23,TRUE
GL087794/23,TRUE
GL091563/23,TRUE
GL092032/24,TRUE
GL091711/23,TRUE
GL092139/24,TRUE
GL088646/23,TRUE
GL092023/24,TRUE
GL092119/24,TRUE
GL091725/23,TRUE
GL092027/24,TRUE
GL091482/23,TRUE
GL092098/24,TRUE
GL091485/23,TRUE
GL091629/23,TRUE
GL080514/22,TRUE
GL091331/23,TRUE
GL077689/21,TRUE
GL089911/23,TRUE
GL092282/24,TRUE
GL088753/23,TRUE
GL092288/24,TRUE
GL091666/23,TRUE
GL092277/24,TRUE
GL091124/23,TRUE
GL088794/23,TRUE
GL089542/23,TRUE
GL091007/23,TRUE
GL092020/24,TRUE
GL090366/23,TRUE
GL089075/23,TRUE
GL092138/24,TRUE
GL092220/24,TRUE
GL090320/23,TRUE
GL089089/23,TRUE
GL091473/23,TRUE
GL089427/23,TRUE
GL088168/23,TRUE
GL091730/23,TRUE
GL092174/24,TRUE
GL090985/23,TRUE
GL087892/23,TRUE
GL092265/24,TRUE
GL090539/23,TRUE
GL083013/22,TRUE
GL092164/24,TRUE
GL087197/23,TRUE
GL091395/23,TRUE
GL087176/23,TRUE
GL089302/23,TRUE
GL091103/23,TRUE
GL092232/24,TRUE
GL091831/23,TRUE
GL092086/24,TRUE
GL091480/23,TRUE
GL088010/23,TRUE
GL082073/22,TRUE
GL092055/24,TRUE
GL091619/23,TRUE
GL086920/23,TRUE
GL092334/24,TRUE
GL092026/24,TRUE
GL088507/23,TRUE
GL088745/23,TRUE
GL091603/23,TRUE
GL085270/22,TRUE
GL089531/23,TRUE
GL092314/24,TRUE
GL092123/24,TRUE
GL091690/23,TRUE
GL092154/24,TRUE
GL092195/24,TRUE
GL092016/24,TRUE
GL092266/24,TRUE
GL091659/23,TRUE
GL091502/23,TRUE
GL092269/24,TRUE
GL092125/24,TRUE
GL083414/22,TRUE
GL091301/23,TRUE
GL091144/23,TRUE
GL084911/22,TRUE
GL091359/23,TRUE
GL082887/22,TRUE
GL090063/23,TRUE
GL085231/22,TRUE
GL089431/23,TRUE
GL092270/24,TRUE
GL092353/24,TRUE
GL092348/24,TRUE
GL091793/23,TRUE
GL092316/24,TRUE
GL092185/24,TRUE
GL092202/24,TRUE
GL091182/23,TRUE
GL091141/23,TRUE
GL086825/23,TRUE
GL092089/24,TRUE
GL092210/24,TRUE
GL088003/23,TRUE
GL088242/23,TRUE
GL088512/23,TRUE
GL091160/23,TRUE
GL091832/23,TRUE
GL091746/23,TRUE
GL091624/23,TRUE
GL091657/23,TRUE
GL085591/22,TRUE
GL088991/23,TRUE
GL091255/23,TRUE
GL089470/23,TRUE
GL091787/23,TRUE
GL091937/24,TRUE
GL091876/23,TRUE
GL092245/24,TRUE
GL091573/23,TRUE
GL089603/23,TRUE
GL091084/23,TRUE
GL092200/24,TRUE
GL092127/24,TRUE
GL092309/24,TRUE
GL092106/24,TRUE
GL092359/24,TRUE
GL088664/23,TRUE
GL085592/22,TRUE
GL090102/23,TRUE
GL085152/22,TRUE
GL086750/23,TRUE
GL090962/23,TRUE
GL089384/23,TRUE
GL089884/23,TRUE
GL090439/23,TRUE
GL091934/24,TRUE
GL092358/24,TRUE
GL087790/23,TRUE
GL087367/23,TRUE
GL087236/23,TRUE
GL089274/23,TRUE
GL091222/23,TRUE
GL089430/23,TRUE
GL092033/24,TRUE
GL089925/23,TRUE
GL091471/23,TRUE
GL092197/24,TRUE
GL089323/23,TRUE
GL090679/23,TRUE
GL091537/23,TRUE
GL084985/22,TRUE
GL084180/22,TRUE
GL091678/23,TRUE
GL087229/23,TRUE
GL091710/23,TRUE
GL086756/23,TRUE
GL085567/22,TRUE
GL091943/24,TRUE
GL092344/24,TRUE
GL091131/23,TRUE
GL091970/24,TRUE
GL092307/24,TRUE
GL092040/24,TRUE
GL083641/22,TRUE
GL086951/23,TRUE
GL092159/24,TRUE
GL090273/23,TRUE
GL086310/23,TRUE
GL091981/24,TRUE
GL083344/22,TRUE
GL073434/20,TRUE
GL090752/23,TRUE
GL092079/24,TRUE
GL091449/23,TRUE
GL092371/24,TRUE
GL092147/24,TRUE
GL091126/23,TRUE
GL092028/24,TRUE
GL092072/24,TRUE
GL087326/23,TRUE
GL091219/23,TRUE
GL088798/23,TRUE
GL089121/23,TRUE
GL092455/24,TRUE
GL091763/23,TRUE
GL090051/23,TRUE
GL090847/23,TRUE
GL091804/23,TRUE
GL090074/23,TRUE
GL083879/22,TRUE
GL092209/24,TRUE
GL086769/23,TRUE
GL090533/23,TRUE
GL091134/23,TRUE
GL086499/23,TRUE
GL087490/23,TRUE
GL088257/23,TRUE
GL092337/24,TRUE
GL087491/23,TRUE
GL086709/23,TRUE
GL091604/23,TRUE
GL087442/23,TRUE
GL090139/23,TRUE
GL091187/23,TRUE
GL087711/23,TRUE
GL081304/22,TRUE
GL092454/24,TRUE
GL091474/23,TRUE
GL091538/23,TRUE
GL092044/24,TRUE
GL089939/23,TRUE
GL088430/23,TRUE
GL092308/24,TRUE
GL090061/23,TRUE
GL091613/23,TRUE
GL085647/22,TRUE
GL090363/23,TRUE
GL090483/23,TRUE
GL086764/23,TRUE
GL087868/23,TRUE
GL092399/24,TRUE
GL092402/24,TRUE
GL087767/23,TRUE
GL088135/23,TRUE
GL091437/23,TRUE
GL090940/23,TRUE
GL092411/24,TRUE
GL089912/23,TRUE
GL092447/24,TRUE
GL090812/23,TRUE
GL091199/23,TRUE
GL092497/24,TRUE
GL092383/24,TRUE
GL092457/24,TRUE
GL092121/24,TRUE
GL092043/24,TRUE
GL092441/24,TRUE
GL091499/23,TRUE
GL086148/23,TRUE
GL080527/22,TRUE
GL090776/23,TRUE
GL092415/24,TRUE
GL089011/23,TRUE
GL090062/23,TRUE
GL092322/24,TRUE
GL091330/23,TRUE
GL092238/24,TRUE
GL092408/24,TRUE
GL091751/23,TRUE
GL092092/24,TRUE
GL088665/23,TRUE
GL091177/23,TRUE
GL092475/24,TRUE
GL086028/23,TRUE
GL091857/23,TRUE
GL086281/23,TRUE
GL089230/23,TRUE
GL088583/23,TRUE
GL091555/23,TRUE
GL071560/20,TRUE
GL092430/24,TRUE
GL087630/23,TRUE
GL085726/22,TRUE
GL089150/23,TRUE
GL091013/23,TRUE
GL086541/23,TRUE
GL092049/24,TRUE
GL092287/24,TRUE
GL085750/22,TRUE
GL092478/24,TRUE
GL091888/23,TRUE
GL091838/23,TRUE
GL077490/21,TRUE
GL089180/23,TRUE
GL086175/23,TRUE
GL082625/22,TRUE
GL077265/21,TRUE
GL088458/23,TRUE
GL088405/23,TRUE
GL085307/22,TRUE
GL079187/21,TRUE
GL082996/22,TRUE
GL088129/23,TRUE
GL086931/23,TRUE
GL090609/23,TRUE
GL087417/23,TRUE
GL089901/23,TRUE
GL091376/23,TRUE
GL091863/23,TRUE
GL089296/23,TRUE
GL089574/23,TRUE
GL085024/22,TRUE
GL083048/22,TRUE
GL091990/24,TRUE
GL085087/22,TRUE
GL090050/23,TRUE
GL084799/22,TRUE
GL092428/24,TRUE
GL084396/22,TRUE
GL089072/23,TRUE
GL090902/23,TRUE
GL076771/21,TRUE
GL092013/24,TRUE
GL092495/24,TRUE
GL090704/23,TRUE
GL092431/24,TRUE
GL092513/24,TRUE
GL091396/23,TRUE
GL085986/23,TRUE
GL092581/24,TRUE
GL092052/24,TRUE
GL091959/24,TRUE
GL091808/23,TRUE
GL090059/23,TRUE
GL092190/24,TRUE
GL092208/24,TRUE
GL092576/24,TRUE
GL088403/23,TRUE
GL088152/23,TRUE
GL090921/23,TRUE
GL090016/23,TRUE
GL090012/23,TRUE
GL087577/23,TRUE
GL088496/23,TRUE
GL087895/23,TRUE
GL087608/23,TRUE
GL091570/23,TRUE
GL083861/22,TRUE
GL091608/23,TRUE
GL092235/24,TRUE
GL092233/24,TRUE
GL091227/23,TRUE
GL092496/24,TRUE
GL091564/23,TRUE
GL083863/22,TRUE
GL088822/23,TRUE
GL088388/23,TRUE
GL091349/23,TRUE
GL091069/23,TRUE
GL092527/24,TRUE
GL092394/24,TRUE
GL088418/23,TRUE
GL092046/24,TRUE
GL089369/23,TRUE
GL088476/23,TRUE
GL092429/24,TRUE
GL091290/23,TRUE
GL091317/23,TRUE
GL091391/23,TRUE
GL090441/23,TRUE
GL091676/23,TRUE
GL087818/23,TRUE
GL092326/24,TRUE
GL086492/23,TRUE
GL083274/22,TRUE
GL086096/23,TRUE
GL079417/21,TRUE
GL091997/24,TRUE
GL092459/24,TRUE
GL091953/24,TRUE
GL090097/23,TRUE
GL088833/23,TRUE
GL092378/24,TRUE
GL092285/24,TRUE
GL082114/22,TRUE
GL081234/22,TRUE
GL086176/23,TRUE
GL086177/23,TRUE
GL090867/23,TRUE
GL091821/23,TRUE
GL092492/24,TRUE
GL092593/24,TRUE
GL084281/22,TRUE
GL092148/24,TRUE
GL091890/23,TRUE
GL090650/23,TRUE
GL090357/23,TRUE
GL091921/23,TRUE
GL091841/23,TRUE
GL088013/23,TRUE
GL092024/24,TRUE
GL092602/24,TRUE
GL092351/24,TRUE
GL091790/23,TRUE
GL088157/23,TRUE
GL083559/22,TRUE
GL082478/22,TRUE
GL081722/22,TRUE
GL082790/22,TRUE
GL092325/24,TRUE
GL092150/24,TRUE
GL091272/23,TRUE
GL084117/22,TRUE
GL089137/23,TRUE
GL092299/24,TRUE
GL092514/24,TRUE
GL089458/23,TRUE
GL090603/23,TRUE
GL090658/23,TRUE
GL087072/23,TRUE
GL091478/23,TRUE
GL089513/23,TRUE
GL090655/23,TRUE
GL092627/24,TRUE
GL092504/24,TRUE
GL086730/23,TRUE
GL092472/24,TRUE
GL092372/24,TRUE
GL092637/24,TRUE
GL092404/24,TRUE
GL091418/23,TRUE
GL092186/24,TRUE
GL086445/23,TRUE
GL092083/24,TRUE
GL092227/24,TRUE
GL084539/22,TRUE
GL081685/22,TRUE
GL090401/23,TRUE
GL092130/24,TRUE
GL092327/24,TRUE
GL092616/24,TRUE
GL092355/24,TRUE
GL091622/23,TRUE
GL092536/24,TRUE
GL084168/22,TRUE
GL091253/23,TRUE
GL092609/24,TRUE
GL092673/24,TRUE
GL087215/23,TRUE
GL088196/23,TRUE
GL085384/22,TRUE
GL092177/24,TRUE
GL092417/24,TRUE
GL092596/24,TRUE
GL089983/23,TRUE
GL092070/24,TRUE
GL092366/24,TRUE
GL091848/23,TRUE
GL091201/23,TRUE
GL082283/22,TRUE
GL092578/24,TRUE
GL092206/24,TRUE
GL092063/24,TRUE
GL090860/23,TRUE
GL090861/23,TRUE
GL092203/24,TRUE
GL091870/23,TRUE
GL083655/22,TRUE
GL091928/23,TRUE
GL092619/24,TRUE
GL090885/23,TRUE
GL085950/23,TRUE
GL083602/22,TRUE
GL084270/22,TRUE
GL084104/22,TRUE
GL090580/23,TRUE
GL092298/24,TRUE
GL092658/24,TRUE
GL091762/23,TRUE
GL091671/23,TRUE
GL091738/23,TRUE
GL091152/23,TRUE
GL088660/23,TRUE
GL089673/23,TRUE
GL086210/23,TRUE
GL079193/21,TRUE
GL091692/23,TRUE
GL085114/22,TRUE
GL087746/23,TRUE
GL089462/23,TRUE
GL091525/23,TRUE
GL092558/24,TRUE
GL090323/23,TRUE
GL092376/24,TRUE
GL089244/23,TRUE
GL088184/23,TRUE
GL092706/24,TRUE
GL090676/23,TRUE
GL089182/23,TRUE
GL091073/23,TRUE
GL090969/23,TRUE
GL091849/23,TRUE
GL090926/23,TRUE
GL092583/24,TRUE
GL077723/21,TRUE
GL092379/24,TRUE
GL092737/24,TRUE
GL090614/23,TRUE
GL092034/24,TRUE
GL090090/23,TRUE
GL091737/23,TRUE
GL091646/23,TRUE
GL092650/24,TRUE
GL082014/22,TRUE
GL075859/21,TRUE
GL077207/21,TRUE
GL090104/23,TRUE
GL076017/21,TRUE
GL085476/22,TRUE
GL086909/23,TRUE
GL090238/23,TRUE
GL084811/22,TRUE
GL092550/24,TRUE
GL091686/23,TRUE
GL082444/22,TRUE
GL092675/24,TRUE
GL091913/23,TRUE
GL092683/24,TRUE
GL090952/23,TRUE
GL092720/24,TRUE
GL091506/23,TRUE
GL091951/24,TRUE
GL091991/24,TRUE
GL090911/23,TRUE
GL090597/23,TRUE
GL089735/23,TRUE
GL092571/24,TRUE
GL091192/23,TRUE
GL092319/24,TRUE
GL087651/23,TRUE
GL092476/24,TRUE
GL092679/24,TRUE
GL089645/23,TRUE
GL091783/23,TRUE
GL085555/22,TRUE
GL092017/24,TRUE
GL081855/22,TRUE
GL085118/22,TRUE
GL092555/24,TRUE
GL089708/23,TRUE
GL092782/24,TRUE
GL089586/23,TRUE
GL088235/23,TRUE
GL088372/23,TRUE
GL091750/23,TRUE
GL090802/23,TRUE
GL088100/23,TRUE
GL088640/23,TRUE
GL091188/23,TRUE
GL092414/24,TRUE
GL088730/23,TRUE
GL085184/22,TRUE
GL092306/24,TRUE
GL085369/22,TRUE
GL087573/23,TRUE
GL088249/23,TRUE
GL086162/23,TRUE
GL091778/23,TRUE
GL082070/22,TRUE
GL088354/23,TRUE
GL083006/22,TRUE
GL091526/23,TRUE
GL087836/23,TRUE
GL088721/23,TRUE
GL092652/24,TRUE
GL086204/23,TRUE
GL088118/23,TRUE
GL089595/23,TRUE
GL087501/23,TRUE
GL090272/23,TRUE
GL090943/23,TRUE
GL086020/23,TRUE
GL085504/22,TRUE
GL082226/22,TRUE
GL092774/24,TRUE
GL088593/23,TRUE
GL092003/24,TRUE
GL092656/24,TRUE
GL090088/23,TRUE
GL092356/24,TRUE
GL092137/24,TRUE
GL086456/23,TRUE
GL091178/23,TRUE
GL089115/23,TRUE
GL092542/24,TRUE
GL090643/23,TRUE
GL092465/24,TRUE
GL088386/23,TRUE
GL092506/24,TRUE
GL086205/23,TRUE
GL091773/23,TRUE
GL092588/24,TRUE
GL081265/22,TRUE
GL092276/24,TRUE
GL081117/22,TRUE
GL083271/22,TRUE
GL090775/23,TRUE
GL087419/23,TRUE
GL090707/23,TRUE
GL088126/23,TRUE
GL089132/23,TRUE
GL088829/23,TRUE
GL084556/22,TRUE
GL089212/23,TRUE
GL090853/23,TRUE
GL086710/23,TRUE
GL079263/21,TRUE
GL083477/22,TRUE
GL091582/23,TRUE
GL088522/23,TRUE
GL090283/23,TRUE
GL092663/24,TRUE
GL081002/22,TRUE
GL089806/23,TRUE
GL092840/24,TRUE
GL085465/22,TRUE
GL085191/22,TRUE
GL086285/23,TRUE
GL085519/22,TRUE
GL092283/24,TRUE
GL091957/24,TRUE
GL092645/24,TRUE
GL092249/24,TRUE
GL087344/23,TRUE
GL092770/24,TRUE
GL084548/22,TRUE
GL092768/24,TRUE
GL092045/24,TRUE
GL092391/24,TRUE
GL091755/23,TRUE
GL092703/24,TRUE
GL086601/23,TRUE
GL091551/23,TRUE
GL092807/24,TRUE
GL088904/23,TRUE
GL090217/23,TRUE
GL088236/23,TRUE
GL092021/24,TRUE
GL083835/22,TRUE
GL081124/22,TRUE
GL085378/22,TRUE
GL091578/23,TRUE
GL088046/23,TRUE
GL092509/24,TRUE
GL091932/24,TRUE
GL092732/24,TRUE
GL083973/22,TRUE
GL083903/22,TRUE
GL092826/24,TRUE
GL090287/23,TRUE
GL089571/23,TRUE
GL092330/24,TRUE
GL092354/24,TRUE
GL084169/22,TRUE
GL089036/23,TRUE
GL091389/23,TRUE
GL080649/22,TRUE
GL086904/23,TRUE
GL092801/24,TRUE
GL089886/23,TRUE
GL092192/24,TRUE
GL084051/22,TRUE
GL090517/23,TRUE
GL092301/24,TRUE
GL092310/24,TRUE
GL086452/23,TRUE
GL090494/23,TRUE
GL092784/24,TRUE
GL092772/24,TRUE
GL092385/24,TRUE
GL089272/23,TRUE
GL084040/22,TRUE
GL090177/23,TRUE
GL090988/23,TRUE
GL092694/24,TRUE
GL092574/24,TRUE
GL092647/24,TRUE
GL092718/24,TRUE
GL092755/24,TRUE
GL092896/24,TRUE
GL091326/23,TRUE
GL087771/23,TRUE
GL090531/23,TRUE
GL092321/24,TRUE
GL092590/24,TRUE
GL092756/24,TRUE
GL088364/23,TRUE
GL082819/22,TRUE
GL088006/23,TRUE
GL091939/24,TRUE
GL092226/24,TRUE
GL091361/23,TRUE
GL091620/23,TRUE
GL085299/22,TRUE
GL092746/24,TRUE
GL090600/23,TRUE
GL090596/23,TRUE
GL086337/23,TRUE
GL086849/23,TRUE
GL092275/24,TRUE
GL092872/24,TRUE
GL092854/24,TRUE
GL091638/23,TRUE
GL092856/24,TRUE
GL092329/24,TRUE
GL092424/24,TRUE
GL092615/24,TRUE
GL091549/23,TRUE
GL092239/24,TRUE
GL089506/23,TRUE
GL085418/22,TRUE
GL079280/21,TRUE
GL092918/24,TRUE
GL089858/23,TRUE
GL086771/23,TRUE
GL085289/22,TRUE
GL085915/23,TRUE
GL087431/23,TRUE
GL092628/24,TRUE
GL087430/23,TRUE
GL087900/23,TRUE
GL089485/23,TRUE
GL090827/23,TRUE
GL085970/23,TRUE
GL091670/23,TRUE
GL092317/24,TRUE
GL092915/24,TRUE
GL090121/23,TRUE
GL086943/23,TRUE
GL084291/22,TRUE
GL090901/23,TRUE
GL092690/24,TRUE
GL092929/24,TRUE
GL089306/23,TRUE
GL081566/22,TRUE
GL092494/24,TRUE
GL091305/23,TRUE
GL092073/24,TRUE
GL089900/23,TRUE
GL085076/22,TRUE
GL079713/21,TRUE
GL092841/24,TRUE
GL092406/24,TRUE
GL077088/21,TRUE
GL086496/23,TRUE
GL092810/24,TRUE
GL088269/23,TRUE
GL092876/24,TRUE
GL089275/23,TRUE
GL084686/22,TRUE
GL087437/23,TRUE
GL091627/23,TRUE
GL092862/24,TRUE
GL090841/23,TRUE
GL089134/23,TRUE
GL089976/23,TRUE
GL091916/23,TRUE
GL085149/22,TRUE
GL092165/24,TRUE
GL091434/23,TRUE
GL091503/23,TRUE
GL091081/23,TRUE
GL091500/23,TRUE
GL091271/23,TRUE
GL089946/23,TRUE
GL092261/24,TRUE
GL092878/24,TRUE
GL092661/24,TRUE
GL091600/23,TRUE
GL092775/24,TRUE
GL092930/24,TRUE
GL090804/23,TRUE
GL092917/24,TRUE
GL090031/23,TRUE
GL092522/24,TRUE
GL092390/24,TRUE
GL091565/23,TRUE
GL092660/24,TRUE
GL092484/24,TRUE
GL091384/23,TRUE
GL090849/23,TRUE
GL089508/23,TRUE
GL092716/24,TRUE
GL091521/23,TRUE
GL091986/24,TRUE
GL093006/24,TRUE
GL085694/22,TRUE
GL087088/23,TRUE
GL091205/23,TRUE
GL086744/23,TRUE
GL086258/23,TRUE
GL091584/23,TRUE
GL091542/23,TRUE
GL090356/23,TRUE
GL092687/24,TRUE
GL092885/24,TRUE
GL092907/24,TRUE
GL088444/23,TRUE
GL089982/23,TRUE
GL092971/24,TRUE
GL091892/23,TRUE
GL092933/24,TRUE
GL092453/24,TRUE
GL092014/24,TRUE
GL087368/23,TRUE
GL091401/23,TRUE
GL092989/24,TRUE
GL092771/24,TRUE
GL092894/24,TRUE
GL092324/24,TRUE
GL085900/23,TRUE
GL091680/23,TRUE
GL092928/24,TRUE
GL091419/23,TRUE
GL090325/23,TRUE
GL093019/24,TRUE
GL090382/23,TRUE
GL082763/22,TRUE
GL092403/24,TRUE
GL092643/24,TRUE
GL091381/23,TRUE
GL091488/23,TRUE
GL091282/23,TRUE
GL086107/23,TRUE
GL090571/23,TRUE
GL092875/24,TRUE
GL093038/24,TRUE
GL090718/23,TRUE
GL092727/24,TRUE
GL092859/24,TRUE
GL092921/24,TRUE
GL083880/22,TRUE
GL088995/23,TRUE
GL092749/24,TRUE
GL090939/23,TRUE
GL087528/23,TRUE
GL090274/23,TRUE
GL092983/24,TRUE
GL091212/23,TRUE
GL091927/23,TRUE
GL088045/23,TRUE
GL090864/23,TRUE
GL092723/24,TRUE
GL092463/24,TRUE
GL092704/24,TRUE
GL090993/23,TRUE
GL092713/24,TRUE
GL092160/24,TRUE
GL090420/23,TRUE
GL090336/23,TRUE
GL087399/23,TRUE
GL091739/23,TRUE
GL087572/23,TRUE
GL092561/24,TRUE
GL084813/22,TRUE
GL090282/23,TRUE
GL092510/24,TRUE
GL087356/23,TRUE
GL089722/23,TRUE
GL089601/23,TRUE
GL088563/23,TRUE
GL079718/21,TRUE
GL090589/23,TRUE
GL091277/23,TRUE
GL092057/24,TRUE
GL091451/23,TRUE
GL092677/24,TRUE
GL086279/23,TRUE
GL090122/23,TRUE
GL092838/24,TRUE
GL092745/24,TRUE
GL080948/22,TRUE
GL093089/24,TRUE
GL093088/24,TRUE
GL091963/24,TRUE
GL091554/23,TRUE
GL091557/23,TRUE
GL087855/23,TRUE
GL092824/24,TRUE
GL093056/24,TRUE
GL085376/22,TRUE
GL092094/24,TRUE
GL092864/24,TRUE
GL091274/23,TRUE
GL092843/24,TRUE
GL092976/24,TRUE
GL092280/24,TRUE
GL092735/24,TRUE
GL086482/23,TRUE
GL091807/23,TRUE
GL089893/23,TRUE
GL088543/23,TRUE
GL082126/22,TRUE
GL092932/24,TRUE
GL085276/22,TRUE
GL088085/23,TRUE
GL091082/23,TRUE
GL084609/22,TRUE
GL083623/22,TRUE
GL089333/23,TRUE
GL092956/24,TRUE
GL092259/24,TRUE
GL081512/22,TRUE
GL090773/23,TRUE
GL085442/22,TRUE
GL083832/22,TRUE
GL093031/24,TRUE
GL092935/24,TRUE
GL093035/24,TRUE
GL093076/24,TRUE
GL092608/24,TRUE
GL092914/24,TRUE
GL092797/24,TRUE
GL092530/24,TRUE
GL088441/23,TRUE
GL091392/23,TRUE
GL092050/24,TRUE
GL092852/24,TRUE
GL092223/24,TRUE
GL092995/24,TRUE
GL092604/24,TRUE
GL089043/23,TRUE
GL092087/24,TRUE
GL086356/23,TRUE
GL093067/24,TRUE
GL092977/24,TRUE
GL086804/23,TRUE
GL086957/23,TRUE
GL092490/24,TRUE
GL091215/23,TRUE
GL093055/24,TRUE
GL087033/23,TRUE
GL089211/23,TRUE
GL092481/24,TRUE
GL087071/23,TRUE
GL092902/24,TRUE
GL088450/23,TRUE
GL091164/23,TRUE
GL085884/23,TRUE
GL093165/24,TRUE
GL092412/24,TRUE
GL092778/24,TRUE
GL092078/24,TRUE
GL091850/23,TRUE
GL093064/24,TRUE
GL092873/24,TRUE
GL093166/24,TRUE
GL090839/23,TRUE
GL093084/24,TRUE
GL093125/24,TRUE
GL092097/24,TRUE
GL092253/24,TRUE
GL091112/23,TRUE
GL092787/24,TRUE
GL090686/23,TRUE
GL092442/24,TRUE
GL091553/23,TRUE
GL088103/23,TRUE
GL089492/23,TRUE
GL092128/24,TRUE
GL092880/24,TRUE
GL093180/24,TRUE
GL091915/23,TRUE
GL091779/23,TRUE
GL091756/23,TRUE
GL092606/24,TRUE
GL092343/24,TRUE
GL092010/24,TRUE
GL092620/24,TRUE
GL092618/24,TRUE
GL086843/23,TRUE
GL092257/24,TRUE
GL092741/24,TRUE
GL086907/23,TRUE
GL091571/23,TRUE
GL092701/24,TRUE
GL074388/20,TRUE
GL087014/23,TRUE
GL090116/23,TRUE
GL072493/20,TRUE
GL083505/22,TRUE
GL085600/22,TRUE
GL090696/23,TRUE
GL093113/24,TRUE
GL073160/20,TRUE
GL092769/24,TRUE
GL091908/23,TRUE
GL092320/24,TRUE
GL086132/23,TRUE
GL091781/23,TRUE
GL091338/23,TRUE
GL092500/24,TRUE
GL093177/24,TRUE
GL091891/23,TRUE
GL092700/24,TRUE
GL091674/23,TRUE
GL091929/23,TRUE
GL093139/24,TRUE
GL092791/24,TRUE
GL092131/24,TRUE
GL089162/23,TRUE
GL091893/23,TRUE
GL088404/23,TRUE
GL092065/24,TRUE
GL091420/23,TRUE
GL093201/24,TRUE
GL088631/23,TRUE
GL092892/24,TRUE
GL092662/24,TRUE
GL092519/24,TRUE
GL088627/23,TRUE
GL077184/21,TRUE
GL076027/21,TRUE
GL092132/24,TRUE
GL092528/24,TRUE
GL074109/20,TRUE
GL093072/24,TRUE
GL089638/23,TRUE
GL092831/24,TRUE
GL079989/21,TRUE
GL093161/24,TRUE
GL093116/24,TRUE
GL090942/23,TRUE
GL093030/24,TRUE
GL091386/23,TRUE
GL091717/23,TRUE
GL092271/24,TRUE
GL092350/24,TRUE
GL093233/24,TRUE
GL092152/24,TRUE
GL093046/24,TRUE
GL091446/23,TRUE
GL093213/24,TRUE
GL088488/23,TRUE
GL089061/23,TRUE
GL093050/24,TRUE
GL090005/23,TRUE
GL092945/24,TRUE
GL092890/24,TRUE
GL093106/24,TRUE
GL093222/24,TRUE
GL089965/23,TRUE
GL092524/24,TRUE
GL088800/23,TRUE
GL087871/23,TRUE
GL092739/24,TRUE
GL074266/20,TRUE
GL075936/21,TRUE
GL092705/24,TRUE
GL074951/20,TRUE
GL091976/24,TRUE
GL092734/24,TRUE
GL092340/24,TRUE
GL089720/23,TRUE
GL091987/24,TRUE
GL088210/23,TRUE
GL089745/23,TRUE
GL088211/23,TRUE
GL093176/24,TRUE
GL091713/23,TRUE
GL092462/24,TRUE
GL090318/23,TRUE
GL092696/24,TRUE
GL092860/24,TRUE
GL087704/23,TRUE
GL093039/24,TRUE
GL091060/23,TRUE
GL081628/22,TRUE
GL085170/22,TRUE
GL089117/23,TRUE
GL079257/21,TRUE
GL079681/21,TRUE
GL089336/23,TRUE
GL093241/24,TRUE
GL093001/24,TRUE
GL092962/24,TRUE
GL089123/23,TRUE
GL092837/24,TRUE
GL091240/23,TRUE
GL092736/24,TRUE
GL089086/23,TRUE
GL091656/23,TRUE
GL092808/24,TRUE
GL092752/24,TRUE
GL093111/24,TRUE
GL087768/23,TRUE
GL089737/23,TRUE
GL089803/23,TRUE
GL092464/24,TRUE
GL092847/24,TRUE
GL092401/24,TRUE
GL092869/24,TRUE
GL079258/21,TRUE
GL080415/22,TRUE
GL089051/23,TRUE
GL092214/24,TRUE
GL091761/23,TRUE
GL092515/24,TRUE
GL092363/24,TRUE
GL088884/23,TRUE
GL092483/24,TRUE
GL092886/24,TRUE
GL092753/24,TRUE
GL090680/23,TRUE
GL093227/24,TRUE
GL093033/24,TRUE
GL088972/23,TRUE
GL092597/24,TRUE
GL089752/23,TRUE
GL092901/24,TRUE
GL091266/23,TRUE
GL092587/24,TRUE
GL092436/24,TRUE
GL091193/23,TRUE
GL088858/23,TRUE
GL087257/23,TRUE
GL086506/23,TRUE
GL074167/20,TRUE
GL091072/23,TRUE
GL081852/22,TRUE
GL089350/23,TRUE
GL085306/22,TRUE
GL088036/23,TRUE
GL085159/22,TRUE
GL091592/23,TRUE
GL091114/23,TRUE
GL093108/24,TRUE
GL090537/23,TRUE
GL078872/21,TRUE
GL074901/20,TRUE
GL089915/23,TRUE
GL092818/24,TRUE
GL084748/22,TRUE
