GLNo,Find
GL078420/21,TRUE
GL074846/20,TRUE
GL078166/21,TRUE
GL076552/21,TRUE
GL077559/21,TRUE
GL076297/21,TRUE
GL077895/21,TRUE
GL077623/21,TRUE
GL076321/21,TRUE
GL077365/21,TRUE
GL077489/21,TRUE
GL075628/21,TRUE
GL078392/21,TRUE
GL077468/21,TRUE
GL073657/20,TRUE
GL073806/20,TRUE
GL074721/20,TRUE
GL075119/20,TRUE
GL076621/21,TRUE
GL076776/21,TRUE
GL077234/21,TRUE
GL077266/21,TRUE
GL078212/21,TRUE
GL073720/20,TRUE
GL077371/21,TRUE
GL077370/21,TRUE
GL078318/21,TRUE
GL076224/21,TRUE
GL077869/21,TRUE
GL073109/20,TRUE
GL076583/21,TRUE
GL077347/21,TRUE
GL074825/20,TRUE
GL076416/21,TRUE
GL077503/21,TRUE
GL073886/20,TRUE
GL075580/21,TRUE
GL078200/21,TRUE
GL077839/21,TRUE
GL077731/21,TRUE
GL078203/21,TRUE
GL077063/21,TRUE
GL076887/21,TRUE
GL075029/20,TRUE
GL076428/21,TRUE
GL077978/21,TRUE
GL077514/21,TRUE
GL078225/21,TRUE
GL077425/21,TRUE
GL077692/21,TRUE
GL078123/21,TRUE
GL077396/21,TRUE
GL071381/19,TRUE
GL067897/19,TRUE
GL074742/20,TRUE
GL077380/21,TRUE
GL077634/21,TRUE
GL073492/20,TRUE
GL074453/20,TRUE
GL077814/21,TRUE
GL078130/21,TRUE
GL067452/19,TRUE
GL077977/21,TRUE
GL078484/21,TRUE
GL077797/21,TRUE
GL074238/20,TRUE
GL077316/21,TRUE
GL078422/21,TRUE
GL078498/21,TRUE
GL075325/20,TRUE
GL074653/20,TRUE
GL061887/18,TRUE
GL076977/21,TRUE
GL076431/21,TRUE
GL078490/21,TRUE
GL078059/21,TRUE
GL076177/21,TRUE
GL078259/21,TRUE
GL078505/21,TRUE
GL076902/21,TRUE
GL077180/21,TRUE
GL078503/21,TRUE
GL073689/20,TRUE
GL078537/21,TRUE
GL075920/21,TRUE
GL076097/21,TRUE
GL077175/21,TRUE
GL071163/19,TRUE
GL077111/21,TRUE
GL078251/21,TRUE
GL077606/21,TRUE
GL078214/21,TRUE
GL078268/21,TRUE
GL078454/21,TRUE
GL074930/20,TRUE
GL077112/21,TRUE
GL078285/21,TRUE
GL066003/19,TRUE
GL065356/19,TRUE
GL078496/21,TRUE
GL078274/21,TRUE
GL077833/21,TRUE
GL074016/20,TRUE
GL077103/21,TRUE
GL076907/21,TRUE
GL077201/21,TRUE
GL075932/21,TRUE
GL078283/21,TRUE
GL077672/21,TRUE
GL078217/21,TRUE
GL077558/21,TRUE
GL078094/21,TRUE
GL077230/21,TRUE
GL078379/21,TRUE
GL076184/21,TRUE
GL075617/21,TRUE
GL076998/21,TRUE
GL077355/21,TRUE
GL078446/21,TRUE
GL077173/21,TRUE
GL076969/21,TRUE
GL076108/21,TRUE
GL077003/21,TRUE
GL078347/21,TRUE
GL078437/21,TRUE
GL078606/21,TRUE
GL078060/21,TRUE
GL078632/21,TRUE
GL078633/21,TRUE
GL075252/20,TRUE
GL077642/21,TRUE
GL076836/21,TRUE
GL076187/21,TRUE
GL078381/21,TRUE
GL078306/21,TRUE
GL078531/21,TRUE
GL077253/21,TRUE
GL077704/21,TRUE
GL078112/21,TRUE
GL076303/21,TRUE
GL069196/19,TRUE
GL071981/20,TRUE
GL078611/21,TRUE
GL078136/21,TRUE
GL076273/21,TRUE
GL078344/21,TRUE
GL073464/20,TRUE
GL072078/20,TRUE
GL070789/19,TRUE
GL078522/21,TRUE
GL078637/21,TRUE
GL078634/21,TRUE
GL078129/21,TRUE
GL078605/21,TRUE
GL075902/21,TRUE
GL075843/21,TRUE
GL078232/21,TRUE
GL077540/21,TRUE
GL074674/20,TRUE
GL073036/20,TRUE
GL075336/20,TRUE
GL077964/21,TRUE
GL077763/21,TRUE
GL075417/20,TRUE
GL075289/20,TRUE
GL071532/20,TRUE
GL075962/21,TRUE
GL078074/21,TRUE
GL078447/21,TRUE
GL078450/21,TRUE
GL076412/21,TRUE
GL077005/21,TRUE
GL078462/21,TRUE
GL077698/21,TRUE
GL078479/21,TRUE
GL076790/21,TRUE
GL078393/21,TRUE
GL077989/21,TRUE
GL078543/21,TRUE
GL078233/21,TRUE
GL078621/21,TRUE
GL071741/20,TRUE
GL072595/20,TRUE
GL078178/21,TRUE
GL067553/19,TRUE
GL072328/20,TRUE
GL078176/21,TRUE
GL074588/20,TRUE
GL078414/21,TRUE
GL077665/21,TRUE
GL074903/20,TRUE
GL072539/20,TRUE
GL078299/21,TRUE
GL076744/21,TRUE
GL077904/21,TRUE
GL078051/21,TRUE
GL077586/21,TRUE
GL076015/21,TRUE
GL078727/21,TRUE
GL078565/21,TRUE
GL076798/21,TRUE
GL078665/21,TRUE
GL078427/21,TRUE
GL066258/19,TRUE
GL078108/21,TRUE
GL073178/20,TRUE
GL077446/21,TRUE
GL072508/20,TRUE
GL078663/21,TRUE
GL077963/21,TRUE
GL078147/21,TRUE
GL078619/21,TRUE
GL076870/21,TRUE
GL077414/21,TRUE
GL076408/21,TRUE
GL078561/21,TRUE
GL078732/21,TRUE
GL078440/21,TRUE
GL077301/21,TRUE
GL078291/21,TRUE
GL078701/21,TRUE
GL078267/21,TRUE
GL078733/21,TRUE
GL078547/21,TRUE
GL075794/21,TRUE
GL078703/21,TRUE
GL077938/21,TRUE
GL076647/21,TRUE
GL078376/21,TRUE
GL078687/21,TRUE
GL078738/21,TRUE
GL075497/20,TRUE
GL077012/21,TRUE
GL075319/20,TRUE
GL070152/19,TRUE
GL072388/20,TRUE
GL078666/21,TRUE
GL078711/21,TRUE
GL078730/21,TRUE
GL078110/21,TRUE
GL078753/21,TRUE
GL078758/21,TRUE
GL078757/21,TRUE
GL074566/20,TRUE
GL077632/21,TRUE
GL078540/21,TRUE
GL078549/21,TRUE
GL076484/21,TRUE
GL078386/21,TRUE
GL078000/21,TRUE
GL078288/21,TRUE
GL078658/21,TRUE
GL078070/21,TRUE
GL077768/21,TRUE
GL077024/21,TRUE
GL076401/21,TRUE
GL078737/21,TRUE
GL075812/21,TRUE
GL076030/21,TRUE
GL077711/21,TRUE
GL077413/21,TRUE
GL078801/21,TRUE
GL078705/21,TRUE
GL078177/21,TRUE
GL078649/21,TRUE
GL078353/21,TRUE
GL078622/21,TRUE
GL075825/21,TRUE
GL078590/21,TRUE
GL078776/21,TRUE
GL078218/21,TRUE
GL078199/21,TRUE
GL078242/21,TRUE
GL074971/20,TRUE
GL074587/20,TRUE
GL070452/19,TRUE
GL070744/19,TRUE
GL073215/20,TRUE
GL073621/20,TRUE
GL072485/20,TRUE
GL071682/20,TRUE
GL073023/20,TRUE
GL066281/19,TRUE
GL061986/18,TRUE
GL073005/20,TRUE
GL076521/21,TRUE
GL077822/21,TRUE
GL078006/21,TRUE
GL077580/21,TRUE
GL078062/21,TRUE
GL078255/21,TRUE
GL072448/20,TRUE
GL076374/21,TRUE
GL076738/21,TRUE
GL077909/21,TRUE
GL078516/21,TRUE
GL078438/21,TRUE
GL078662/21,TRUE
GL078661/21,TRUE
GL076214/21,TRUE
GL076173/21,TRUE
GL078674/21,TRUE
GL078831/21,TRUE
GL077164/21,TRUE
GL076835/21,TRUE
GL078382/21,TRUE
GL078847/21,TRUE
GL077743/21,TRUE
GL068084/19,TRUE
GL078802/21,TRUE
GL061029/18,TRUE
GL078114/21,TRUE
GL077250/21,TRUE
GL078326/21,TRUE
GL071611/20,TRUE
GL077639/21,TRUE
GL073760/20,TRUE
GL078472/21,TRUE
GL068422/19,TRUE
GL078810/21,TRUE
GL078763/21,TRUE
GL075156/20,TRUE
GL077760/21,TRUE
GL078667/21,TRUE
GL078769/21,TRUE
GL078262/21,TRUE
GL078526/21,TRUE
GL077330/21,TRUE
GL077805/21,TRUE
GL078700/21,TRUE
GL062749/18,TRUE
GL076478/21,TRUE
GL075487/20,TRUE
GL073326/20,TRUE
GL078641/21,TRUE
GL078806/21,TRUE
GL077382/21,TRUE
GL078551/21,TRUE
GL075907/21,TRUE
GL076217/21,TRUE
GL078719/21,TRUE
GL078682/21,TRUE
GL077421/21,TRUE
GL077239/21,TRUE
GL074064/20,TRUE
GL071913/20,TRUE
GL074670/20,TRUE
GL078466/21,TRUE
GL077961/21,TRUE
GL077292/21,TRUE
GL078535/21,TRUE
GL076845/21,TRUE
GL077807/21,TRUE
GL075577/21,TRUE
GL077443/21,TRUE
GL077873/21,TRUE
GL075941/21,TRUE
GL072778/20,TRUE
GL078057/21,TRUE
GL078305/21,TRUE
GL078328/21,TRUE
GL074806/20,TRUE
GL078266/21,TRUE
GL077712/21,TRUE
GL078254/21,TRUE
GL077915/21,TRUE
GL075006/20,TRUE
GL076945/21,TRUE
GL078788/21,TRUE
GL076188/21,TRUE
GL078642/21,TRUE
GL078002/21,TRUE
GL078118/21,TRUE
GL072980/20,TRUE
GL077434/21,TRUE
GL077553/21,TRUE
GL076695/21,TRUE
GL077492/21,TRUE
GL077972/21,TRUE
GL078821/21,TRUE
GL078594/21,TRUE
GL078311/21,TRUE
GL078280/21,TRUE
GL075316/20,TRUE
GL071883/20,TRUE
GL072764/20,TRUE
GL077622/21,TRUE
GL062586/18,TRUE
GL075294/20,TRUE
GL072407/20,TRUE
GL078676/21,TRUE
GL077830/21,TRUE
GL072740/20,TRUE
GL078597/21,TRUE
GL066498/19,TRUE
GL078652/21,TRUE
GL078670/21,TRUE
GL076777/21,TRUE
GL078096/21,TRUE
GL074416/20,TRUE
GL078325/21,TRUE
GL077777/21,TRUE
GL076648/21,TRUE
GL072434/20,TRUE
GL078192/21,TRUE
GL078855/21,TRUE
GL075946/21,TRUE
GL076347/21,TRUE
GL077419/21,TRUE
GL078081/21,TRUE
GL075959/21,TRUE
GL076282/21,TRUE
GL057721/17,TRUE
GL074243/20,TRUE
GL077200/21,TRUE
GL077394/21,TRUE
GL076454/21,TRUE
GL076857/21,TRUE
GL078475/21,TRUE
GL078237/21,TRUE
GL076841/21,TRUE
GL074078/20,TRUE
GL078076/21,TRUE
GL076228/21,TRUE
GL075232/20,TRUE
GL062955/18,TRUE
GL076183/21,TRUE
GL078861/21,TRUE
GL077761/21,TRUE
GL078272/21,TRUE
GL078890/21,TRUE
GL078858/21,TRUE
GL073200/20,TRUE
GL077901/21,TRUE
GL077445/21,TRUE
GL078179/21,TRUE
GL077756/21,TRUE
GL078685/21,TRUE
GL067594/19,TRUE
GL078949/21,TRUE
GL078881/21,TRUE
GL076387/21,TRUE
GL073376/20,TRUE
GL076112/21,TRUE
GL077958/21,TRUE
GL073899/20,TRUE
GL078461/21,TRUE
GL077459/21,TRUE
GL078111/21,TRUE
GL069229/19,TRUE
GL078063/21,TRUE
GL078668/21,TRUE
GL078303/21,TRUE
GL078924/21,TRUE
GL078030/21,TRUE
GL076003/21,TRUE
GL078832/21,TRUE
GL078936/21,TRUE
GL077942/21,TRUE
GL064782/19,TRUE
GL069756/19,TRUE
GL066196/19,TRUE
GL078035/21,TRUE
GL077617/21,TRUE
GL078870/21,TRUE
GL073916/20,TRUE
GL078912/21,TRUE
GL078571/21,TRUE
GL077890/21,TRUE
GL069372/19,TRUE
GL078901/21,TRUE
GL075552/20,TRUE
GL076426/21,TRUE
GL075754/21,TRUE
GL075844/21,TRUE
GL078851/21,TRUE
GL075463/20,TRUE
GL078273/21,TRUE
GL078827/21,TRUE
GL064009/18,TRUE
GL075892/21,TRUE
GL058105/17,TRUE
GL073498/20,TRUE
GL073237/20,TRUE
GL072405/20,TRUE
GL069962/19,TRUE
GL068363/19,TRUE
GL067955/19,TRUE
GL063932/18,TRUE
GL063798/18,TRUE
GL059453/18,TRUE
GL066967/19,TRUE
GL078777/21,TRUE
GL077147/21,TRUE
GL077562/21,TRUE
GL059270/18,TRUE
GL075621/21,TRUE
GL076519/21,TRUE
GL078874/21,TRUE
GL078956/21,TRUE
GL076853/21,TRUE
GL077986/21,TRUE
GL078735/21,TRUE
GL077984/21,TRUE
GL079002/21,TRUE
GL078895/21,TRUE
GL078567/21,TRUE
GL078261/21,TRUE
GL074393/20,TRUE
GL077912/21,TRUE
GL078660/21,TRUE
GL078601/21,TRUE
GL075699/21,TRUE
GL075493/20,TRUE
GL062331/18,TRUE
GL075870/21,TRUE
GL079022/21,TRUE
GL078593/21,TRUE
GL076930/21,TRUE
GL076929/21,TRUE
GL079011/21,TRUE
GL078770/21,TRUE
GL072473/20,TRUE
GL072474/20,TRUE
GL076656/21,TRUE
GL078860/21,TRUE
GL073284/20,TRUE
GL073011/20,TRUE
GL077449/21,TRUE
GL078896/21,TRUE
GL072779/20,TRUE
GL078412/21,TRUE
GL078822/21,TRUE
GL079023/21,TRUE
GL078897/21,TRUE
GL076970/21,TRUE
GL079034/21,TRUE
GL078672/21,TRUE
GL078791/21,TRUE
GL078539/21,TRUE
GL077263/21,TRUE
GL076080/21,TRUE
GL078548/21,TRUE
GL078169/21,TRUE
GL074597/20,TRUE
GL079036/21,TRUE
GL073283/20,TRUE
GL077872/21,TRUE
GL078974/21,TRUE
GL077026/21,TRUE
GL078630/21,TRUE
GL078014/21,TRUE
GL078946/21,TRUE
GL078493/21,TRUE
GL078089/21,TRUE
GL077680/21,TRUE
GL078109/21,TRUE
GL074532/20,TRUE
GL072761/20,TRUE
GL074868/20,TRUE
GL078366/21,TRUE
GL074869/20,TRUE
GL079025/21,TRUE
GL075706/21,TRUE
GL076955/21,TRUE
GL077967/21,TRUE
GL078979/21,TRUE
GL078405/21,TRUE
GL075134/20,TRUE
GL078695/21,TRUE
GL078697/21,TRUE
GL077255/21,TRUE
GL077732/21,TRUE
GL077561/21,TRUE
GL077784/21,TRUE
GL078293/21,TRUE
GL077341/21,TRUE
GL077566/21,TRUE
GL078592/21,TRUE
GL074925/20,TRUE
GL079098/21,TRUE
GL077216/21,TRUE
GL078867/21,TRUE
GL074171/20,TRUE
GL077456/21,TRUE
GL078699/21,TRUE
GL079029/21,TRUE
GL079009/21,TRUE
GL076920/21,TRUE
GL078500/21,TRUE
GL079053/21,TRUE
GL076233/21,TRUE
GL077533/21,TRUE
GL077973/21,TRUE
GL076356/21,TRUE
GL078947/21,TRUE
GL076314/21,TRUE
GL076668/21,TRUE
GL078921/21,TRUE
GL078352/21,TRUE
GL078321/21,TRUE
GL076139/21,TRUE
GL078978/21,TRUE
GL078195/21,TRUE
GL071752/20,TRUE
GL077395/21,TRUE
GL076892/21,TRUE
GL071596/20,TRUE
GL078908/21,TRUE
GL076959/21,TRUE
GL077248/21,TRUE
GL078292/21,TRUE
GL078334/21,TRUE
GL078709/21,TRUE
GL078809/21,TRUE
GL078588/21,TRUE
GL079123/21,TRUE
GL076764/21,TRUE
GL078175/21,TRUE
GL079108/21,TRUE
GL078058/21,TRUE
GL072312/20,TRUE
GL078696/21,TRUE
GL076606/21,TRUE
GL078116/21,TRUE
GL078117/21,TRUE
GL078394/21,TRUE
GL079049/21,TRUE
GL079026/21,TRUE
GL078580/21,TRUE
GL078164/21,TRUE
GL079033/21,TRUE
GL078715/21,TRUE
GL077099/21,TRUE
GL078767/21,TRUE
GL078752/21,TRUE
GL078546/21,TRUE
GL079070/21,TRUE
GL074252/20,TRUE
GL078903/21,TRUE
GL078039/21,TRUE
GL077427/21,TRUE
GL079077/21,TRUE
GL078289/21,TRUE
GL079017/21,TRUE
GL077209/21,TRUE
GL073812/20,TRUE
GL079138/21,TRUE
GL078781/21,TRUE
GL078552/21,TRUE
GL079021/21,TRUE
GL079147/21,TRUE
GL078310/21,TRUE
GL072543/20,TRUE
GL079102/21,TRUE
GL065189/19,TRUE
GL077662/21,TRUE
GL078088/21,TRUE
GL075631/21,TRUE
GL078743/21,TRUE
GL071755/20,TRUE
GL077974/21,TRUE
GL078990/21,TRUE
GL073079/20,TRUE
GL079012/21,TRUE
GL078385/21,TRUE
GL079167/21,TRUE
GL079028/21,TRUE
GL076257/21,TRUE
GL079198/21,TRUE
GL078857/21,TRUE
GL079174/21,TRUE
GL078913/21,TRUE
GL078640/21,TRUE
GL079144/21,TRUE
GL077596/21,TRUE
GL079208/21,TRUE
GL078142/21,TRUE
GL079039/21,TRUE
GL078841/21,TRUE
GL079065/21,TRUE
GL077128/21,TRUE
GL072330/20,TRUE
GL079206/21,TRUE
GL077573/21,TRUE
GL078134/21,TRUE
GL079217/21,TRUE
GL078915/21,TRUE
GL078596/21,TRUE
GL075810/21,TRUE
GL078464/21,TRUE
GL078372/21,TRUE
GL077093/21,TRUE
GL075341/20,TRUE
GL077441/21,TRUE
GL078878/21,TRUE
GL078019/21,TRUE
GL079163/21,TRUE
GL078558/21,TRUE
GL078935/21,TRUE
GL075051/20,TRUE
GL074519/20,TRUE
GL078768/21,TRUE
GL076354/21,TRUE
GL077278/21,TRUE
GL079055/21,TRUE
GL078852/21,TRUE
GL078550/21,TRUE
GL078193/21,TRUE
GL078155/21,TRUE
GL077876/21,TRUE
GL078510/21,TRUE
GL078909/21,TRUE
GL075545/20,TRUE
GL078954/21,TRUE
GL060307/18,TRUE
GL079243/21,TRUE
GL078798/21,TRUE
GL079161/21,TRUE
GL078945/21,TRUE
GL079130/21,TRUE
GL078607/21,TRUE
GL078866/21,TRUE
GL078751/21,TRUE
GL079000/21,TRUE
GL078985/21,TRUE
GL075454/20,TRUE
GL078925/21,TRUE
GL074946/20,TRUE
GL078693/21,TRUE
GL072835/20,TRUE
GL076006/21,TRUE
GL074527/20,TRUE
GL078911/21,TRUE
GL078507/21,TRUE
GL078999/21,TRUE
GL078618/21,TRUE
GL078560/21,TRUE
GL075683/21,TRUE
GL074988/20,TRUE
GL079054/21,TRUE
GL075175/20,TRUE
GL073989/20,TRUE
GL078959/21,TRUE
GL074558/20,TRUE
GL078384/21,TRUE
GL079129/21,TRUE
GL079270/21,TRUE
GL079010/21,TRUE
GL076344/21,TRUE
GL079088/21,TRUE
GL078950/21,TRUE
GL074296/20,TRUE
GL078957/21,TRUE
GL079050/21,TRUE
GL073507/20,TRUE
GL076876/21,TRUE
GL079083/21,TRUE
GL077671/21,TRUE
GL078646/21,TRUE
GL078923/21,TRUE
GL078805/21,TRUE
GL077324/21,TRUE
GL079104/21,TRUE
GL073732/20,TRUE
GL078250/21,TRUE
GL074379/20,TRUE
GL079158/21,TRUE
GL079185/21,TRUE
GL076046/21,TRUE
GL078469/21,TRUE
GL078659/21,TRUE
GL066515/19,TRUE
GL077497/21,TRUE
GL070123/19,TRUE
GL077436/21,TRUE
GL079224/21,TRUE
GL079221/21,TRUE
GL079333/21,TRUE
GL076284/21,TRUE
GL077530/21,TRUE
GL078937/21,TRUE
GL079164/21,TRUE
GL075357/20,TRUE
GL077108/21,TRUE
GL079291/21,TRUE
GL079066/21,TRUE
GL079227/21,TRUE
GL079226/21,TRUE
GL079301/21,TRUE
GL078524/21,TRUE
GL077246/21,TRUE
GL077706/21,TRUE
GL078995/21,TRUE
GL075238/20,TRUE
GL079299/21,TRUE
GL079265/21,TRUE
GL079051/21,TRUE
GL078101/21,TRUE
GL079277/21,TRUE
GL076844/21,TRUE
GL079247/21,TRUE
GL077339/21,TRUE
GL079279/21,TRUE
GL078726/21,TRUE
GL077010/21,TRUE
GL079321/21,TRUE
GL079132/21,TRUE
GL076905/21,TRUE
GL079283/21,TRUE
GL079366/21,TRUE
GL078143/21,TRUE
GL077121/21,TRUE
GL078482/21,TRUE
GL078538/21,TRUE
GL074899/20,TRUE
GL078764/21,TRUE
GL077392/21,TRUE
GL078529/21,TRUE
GL079244/21,TRUE
GL078834/21,TRUE
GL077117/21,TRUE
GL076972/21,TRUE
GL079225/21,TRUE
GL078409/21,TRUE
GL079116/21,TRUE
GL077126/21,TRUE
GL073548/20,TRUE
GL072971/20,TRUE
GL074325/20,TRUE
GL071742/20,TRUE
GL079313/21,TRUE
GL079347/21,TRUE
GL077844/21,TRUE
GL079303/21,TRUE
GL079213/21,TRUE
GL078153/21,TRUE
GL078625/21,TRUE
GL079229/21,TRUE
GL077931/21,TRUE
GL077791/21,TRUE
GL079379/21,TRUE
GL079096/21,TRUE
GL079045/21,TRUE
GL078410/21,TRUE
GL079008/21,TRUE
GL079152/21,TRUE
GL075322/20,TRUE
GL079252/21,TRUE
GL060144/18,TRUE
GL079184/21,TRUE
GL078207/21,TRUE
GL078525/21,TRUE
GL077654/21,TRUE
GL078333/21,TRUE
GL079401/21,TRUE
GL078789/21,TRUE
GL079232/21,TRUE
GL079245/21,TRUE
GL079324/21,TRUE
GL079201/21,TRUE
GL076155/21,TRUE
GL078113/21,TRUE
GL077590/21,TRUE
GL078563/21,TRUE
GL078375/21,TRUE
GL079267/21,TRUE
GL079043/21,TRUE
GL079024/21,TRUE
GL079350/21,TRUE
GL074458/20,TRUE
GL078575/21,TRUE
GL079211/21,TRUE
GL079425/21,TRUE
GL078181/21,TRUE
GL078710/21,TRUE
GL079256/21,TRUE
GL079177/21,TRUE
GL078989/21,TRUE
GL079259/21,TRUE
GL072567/20,TRUE
GL079091/21,TRUE
GL079186/21,TRUE
GL077386/21,TRUE
GL079452/21,TRUE
GL079180/21,TRUE
GL076881/21,TRUE
GL077936/21,TRUE
GL078455/21,TRUE
GL079451/21,TRUE
GL077852/21,TRUE
GL078745/21,TRUE
GL079459/21,TRUE
GL079343/21,TRUE
GL079281/21,TRUE
GL077482/21,TRUE
GL077205/21,TRUE
GL071865/20,TRUE
GL078952/21,TRUE
GL077475/21,TRUE
GL075675/21,TRUE
GL073048/20,TRUE
GL078984/21,TRUE
GL076688/21,TRUE
GL078509/21,TRUE
GL078968/21,TRUE
GL079306/21,TRUE
GL079429/21,TRUE
GL079111/21,TRUE
GL079439/21,TRUE
GL079448/21,TRUE
GL076994/21,TRUE
GL077896/21,TRUE
GL078934/21,TRUE
GL079392/21,TRUE
GL079421/21,TRUE
GL078452/21,TRUE
GL076394/21,TRUE
GL070793/19,TRUE
GL076910/21,TRUE
GL078459/21,TRUE
GL077179/21,TRUE
GL077161/21,TRUE
GL079307/21,TRUE
GL074168/20,TRUE
GL079195/21,TRUE
GL079197/21,TRUE
GL077543/21,TRUE
GL078005/21,TRUE
GL075798/21,TRUE
GL076918/21,TRUE
GL078749/21,TRUE
GL077014/21,TRUE
GL076936/21,TRUE
GL079454/21,TRUE
GL079492/21,TRUE
GL078240/21,TRUE
GL078760/21,TRUE
GL078679/21,TRUE
GL078819/21,TRUE
GL078865/21,TRUE
GL079344/21,TRUE
GL078825/21,TRUE
GL075604/21,TRUE
GL070688/19,TRUE
GL071581/20,TRUE
GL078845/21,TRUE
GL079327/21,TRUE
GL073757/20,TRUE
GL079479/21,TRUE
GL079465/21,TRUE
GL078003/21,TRUE
GL079481/21,TRUE
GL079220/21,TRUE
GL074766/20,TRUE
GL078883/21,TRUE
GL077751/21,TRUE
GL078748/21,TRUE
GL077494/21,TRUE
GL078917/21,TRUE
GL077555/21,TRUE
GL078739/21,TRUE
GL079536/21,TRUE
GL079364/21,TRUE
GL079222/21,TRUE
GL077612/21,TRUE
GL078688/21,TRUE
GL079434/21,TRUE
GL079314/21,TRUE
GL073204/20,TRUE
GL072147/20,TRUE
GL075296/20,TRUE
GL077277/21,TRUE
GL074812/20,TRUE
GL076497/21,TRUE
GL077779/21,TRUE
GL071240/19,TRUE
GL079087/21,TRUE
GL077227/21,TRUE
GL077208/21,TRUE
GL079436/21,TRUE
GL079461/21,TRUE
GL079404/21,TRUE
GL079199/21,TRUE
GL068745/19,TRUE
GL077677/21,TRUE
GL079143/21,TRUE
GL075242/20,TRUE
GL078887/21,TRUE
GL078976/21,TRUE
GL079524/21,TRUE
GL076954/21,TRUE
GL074354/20,TRUE
GL079369/21,TRUE
GL074691/20,TRUE
GL074198/20,TRUE
GL074736/20,TRUE
GL072948/20,TRUE
GL072825/20,TRUE
GL076855/21,TRUE
GL079266/21,TRUE
GL071675/20,TRUE
GL075808/21,TRUE
GL078714/21,TRUE
GL079579/21,TRUE
GL079251/21,TRUE
GL079107/21,TRUE
GL078536/21,TRUE
GL073741/20,TRUE
GL078363/21,TRUE
GL076025/21,TRUE
GL077536/21,TRUE
GL079368/21,TRUE
GL079168/21,TRUE
GL079566/21,TRUE
GL079546/21,TRUE
GL066762/19,TRUE
GL064938/19,TRUE
GL069293/19,TRUE
GL079086/21,TRUE
GL074220/20,TRUE
GL073979/20,TRUE
GL075806/21,TRUE
GL076211/21,TRUE
GL079191/21,TRUE
GL078287/21,TRUE
GL077616/21,TRUE
GL077141/21,TRUE
GL075406/20,TRUE
GL079456/21,TRUE
GL078570/21,TRUE
GL079493/21,TRUE
GL079133/21,TRUE
GL079349/21,TRUE
GL075856/21,TRUE
GL079292/21,TRUE
GL079358/21,TRUE
GL079438/21,TRUE
GL079215/21,TRUE
GL079319/21,TRUE
GL079209/21,TRUE
GL079549/21,TRUE
GL074683/20,TRUE
GL078706/21,TRUE
GL075100/20,TRUE
GL078961/21,TRUE
GL079233/21,TRUE
GL078778/21,TRUE
GL077496/21,TRUE
GL078238/21,TRUE
GL079020/21,TRUE
GL072826/20,TRUE
GL078417/21,TRUE
GL079572/21,TRUE
GL078467/21,TRUE
GL077072/21,TRUE
GL077920/21,TRUE
GL078380/21,TRUE
GL079430/21,TRUE
GL079558/21,TRUE
GL079607/21,TRUE
GL077517/21,TRUE
GL079516/21,TRUE
GL079377/21,TRUE
GL076962/21,TRUE
GL078087/21,TRUE
GL078837/21,TRUE
GL078589/21,TRUE
GL078320/21,TRUE
GL078843/21,TRUE
GL078302/21,TRUE
GL073505/20,TRUE
GL077009/21,TRUE
GL077981/21,TRUE
GL079609/21,TRUE
GL079622/21,TRUE
GL079532/21,TRUE
GL076706/21,TRUE
GL075323/20,TRUE
GL079632/21,TRUE
GL077836/21,TRUE
GL079042/21,TRUE
GL078518/21,TRUE
GL075053/20,TRUE
GL079628/21,TRUE
GL079200/21,TRUE
GL079624/21,TRUE
GL079131/21,TRUE
GL074066/20,TRUE
GL078948/21,TRUE
GL079359/21,TRUE
GL078986/21,TRUE
GL079018/21,TRUE
GL078544/21,TRUE
GL078910/21,TRUE
GL077507/21,TRUE
GL079261/21,TRUE
GL071279/19,TRUE
GL079531/21,TRUE
GL078247/21,TRUE
GL079501/21,TRUE
GL075072/20,TRUE
GL073763/20,TRUE
GL078615/21,TRUE
GL073278/20,TRUE
GL073618/20,TRUE
GL079483/21,TRUE
GL073948/20,TRUE
GL078613/21,TRUE
GL069472/19,TRUE
GL079154/21,TRUE
GL078444/21,TRUE
GL079588/21,TRUE
GL077762/21,TRUE
GL078061/21,TRUE
GL079604/21,TRUE
GL079151/21,TRUE
GL077906/21,TRUE
GL079629/21,TRUE
GL078826/21,TRUE
GL079653/21,TRUE
GL066247/19,TRUE
GL077934/21,TRUE
GL077028/21,TRUE
GL079416/21,TRUE
GL079437/21,TRUE
GL078541/21,TRUE
GL074685/20,TRUE
GL079542/21,TRUE
GL079276/21,TRUE
GL072918/20,TRUE
GL078631/21,TRUE
GL077240/21,TRUE
GL076578/21,TRUE
GL062082/18,TRUE
GL076091/21,TRUE
GL078808/21,TRUE
GL072506/20,TRUE
GL079574/21,TRUE
GL072424/20,TRUE
GL079676/21,TRUE
GL076847/21,TRUE
GL077867/21,TRUE
GL075012/20,TRUE
GL074270/20,TRUE
GL076460/21,TRUE
GL078724/21,TRUE
GL078900/21,TRUE
GL076124/21,TRUE
GL079060/21,TRUE
GL078656/21,TRUE
GL079596/21,TRUE
GL077013/21,TRUE
GL078725/21,TRUE
GL079522/21,TRUE
GL075121/20,TRUE
GL077739/21,TRUE
GL073597/20,TRUE
GL078902/21,TRUE
GL078899/21,TRUE
GL072868/20,TRUE
GL078731/21,TRUE
GL069239/19,TRUE
GL079400/21,TRUE
GL078430/21,TRUE
GL075452/20,TRUE
