_id,Amount,Date,RecNo,TxnType,GLNo,PendingDays,PrincDue,Source[0]
676106e6cb78d87ad7a7b64b,0,2021-11-12T00:00:00.000Z,R000117984,PrincPayment,GL077219/21,30,14994,Receipt_2022-03-31
676106e6cb78d87ad7a7b64c,148,2021-11-12T00:00:00.000Z,R000117984,IntPayment,GL077219/21,30,14994,Receipt_2022-03-31
676106e6cb78d87ad7a7b64d,18000,2021-11-12T00:00:00.000Z,R000117985,PrincPayment,GL076884/21,87,18000,Receipt_2022-03-31
676106e6cb78d87ad7a7b64e,771,2021-11-12T00:00:00.000Z,R000117985,IntPayment,GL076884/21,87,18000,Receipt_2022-03-31
676106e6cb78d87ad7a7b64f,0,2021-11-12T00:00:00.000Z,R000117986,PrincPayment,GL075974/21,31,38200,Receipt_2022-03-31
676106e6cb78d87ad7a7b650,382,2021-11-12T00:00:00.000Z,R000117986,IntPayment,GL075974/21,31,38200,Receipt_2022-03-31
676106e6cb78d87ad7a7b651,0,2021-11-12T00:00:00.000Z,R000117987,PrincPayment,GL075972/21,31,31872,Receipt_2022-03-31
676106e6cb78d87ad7a7b652,319,2021-11-12T00:00:00.000Z,R000117987,IntPayment,GL075972/21,31,31872,Receipt_2022-03-31
676106e6cb78d87ad7a7b653,49855,2021-11-12T00:00:00.000Z,R000117988,PrincPayment,GL075864/21,1,49855,Receipt_2022-03-31
676106e6cb78d87ad7a7b654,17,2021-11-12T00:00:00.000Z,R000117988,IntPayment,GL075864/21,1,49855,Receipt_2022-03-31
676106e6cb78d87ad7a7b655,0,2021-11-13T00:00:00.000Z,R000117989,PrincPayment,GL077555/21,36,12000,Receipt_2022-03-31
676106e6cb78d87ad7a7b656,175,2021-11-13T00:00:00.000Z,R000117989,IntPayment,GL077555/21,36,12000,Receipt_2022-03-31
676106e6cb78d87ad7a7b657,7000,2021-11-13T00:00:00.000Z,R000117990,PrincPayment,GL076820/21,35,7000,Receipt_2022-03-31
676106e6cb78d87ad7a7b658,100,2021-11-13T00:00:00.000Z,R000117990,IntPayment,GL076820/21,35,7000,Receipt_2022-03-31
676106e6cb78d87ad7a7b659,7000,2021-11-13T00:00:00.000Z,R000117991,PrincPayment,GL077656/21,5,7000,Receipt_2022-03-31
676106e6cb78d87ad7a7b65a,12,2021-11-13T00:00:00.000Z,R000117991,IntPayment,GL077656/21,5,7000,Receipt_2022-03-31
676106e6cb78d87ad7a7b65b,0,2021-11-13T00:00:00.000Z,R000117992,PrincPayment,GL077566/21,34,20000,Receipt_2022-03-31
676106e6cb78d87ad7a7b65c,275,2021-11-13T00:00:00.000Z,R000117992,IntPayment,GL077566/21,34,20000,Receipt_2022-03-31
676106e6cb78d87ad7a7b65d,16000,2021-11-13T00:00:00.000Z,R000117993,PrincPayment,GL074927/20,268,16000,Receipt_2022-03-31
676106e6cb78d87ad7a7b65e,2126,2021-11-13T00:00:00.000Z,R000117993,IntPayment,GL074927/20,268,16000,Receipt_2022-03-31
676106e6cb78d87ad7a7b65f,17000,2021-11-13T00:00:00.000Z,R000117994,PrincPayment,GL072660/20,14,17000,Receipt_2022-03-31
676106e6cb78d87ad7a7b660,79,2021-11-13T00:00:00.000Z,R000117994,IntPayment,GL072660/20,14,17000,Receipt_2022-03-31
676106e6cb78d87ad7a7b661,30000,2021-11-13T00:00:00.000Z,R000117995,PrincPayment,GL077721/21,25,30000,Receipt_2022-03-31
676106e6cb78d87ad7a7b662,247,2021-11-13T00:00:00.000Z,R000117995,IntPayment,GL077721/21,25,30000,Receipt_2022-03-31
676106e6cb78d87ad7a7b663,7000,2021-11-13T00:00:00.000Z,R000117996,PrincPayment,GL077149/21,65,7000,Receipt_2022-03-31
676106e6cb78d87ad7a7b664,224,2021-11-13T00:00:00.000Z,R000117996,IntPayment,GL077149/21,65,7000,Receipt_2022-03-31
676106e6cb78d87ad7a7b665,25000,2021-11-13T00:00:00.000Z,R000117997,PrincPayment,GL078042/21,7,25000,Receipt_2022-03-31
676106e6cb78d87ad7a7b666,58,2021-11-13T00:00:00.000Z,R000117997,IntPayment,GL078042/21,7,25000,Receipt_2022-03-31
676106e6cb78d87ad7a7b667,0,2021-11-13T00:00:00.000Z,R000117998,PrincPayment,GL075119/20,31,14965,Receipt_2022-03-31
676106e6cb78d87ad7a7b668,150,2021-11-13T00:00:00.000Z,R000117998,IntPayment,GL075119/20,31,14965,Receipt_2022-03-31
676106e6cb78d87ad7a7b669,0,2021-11-13T00:00:00.000Z,R000117999,PrincPayment,GL076776/21,31,11500,Receipt_2022-03-31
676106e6cb78d87ad7a7b66a,115,2021-11-13T00:00:00.000Z,R000117999,IntPayment,GL076776/21,31,11500,Receipt_2022-03-31
676106e6cb78d87ad7a7b66b,0,2021-11-13T00:00:00.000Z,R000118000,PrincPayment,GL076621/21,31,8000,Receipt_2022-03-31
676106e6cb78d87ad7a7b66c,80,2021-11-13T00:00:00.000Z,R000118000,IntPayment,GL076621/21,31,8000,Receipt_2022-03-31
676106e6cb78d87ad7a7b66d,0,2021-11-13T00:00:00.000Z,R000118001,PrincPayment,GL077234/21,59,4000,Receipt_2022-03-31
676106e6cb78d87ad7a7b66e,98,2021-11-13T00:00:00.000Z,R000118001,IntPayment,GL077234/21,59,4000,Receipt_2022-03-31
676106e6cb78d87ad7a7b66f,0,2021-11-13T00:00:00.000Z,R000118002,PrincPayment,GL072868/20,31,8000,Receipt_2022-03-31
676106e6cb78d87ad7a7b670,80,2021-11-13T00:00:00.000Z,R000118002,IntPayment,GL072868/20,31,8000,Receipt_2022-03-31
676106e6cb78d87ad7a7b671,0,2021-11-13T00:00:00.000Z,R000118003,PrincPayment,GL077266/21,31,18000,Receipt_2022-03-31
676106e6cb78d87ad7a7b672,308,2021-11-13T00:00:00.000Z,R000118003,IntPayment,GL077266/21,31,18000,Receipt_2022-03-31
676106e6cb78d87ad7a7b673,5000,2021-11-13T00:00:00.000Z,R000118004,PrincPayment,GL077237/21,29,10000,Receipt_2022-03-31
676106e6cb78d87ad7a7b674,96,2021-11-13T00:00:00.000Z,R000118004,IntPayment,GL077237/21,29,10000,Receipt_2022-03-31
676106e6cb78d87ad7a7b675,337,2021-11-13T00:00:00.000Z,R000118005,PrincPayment,GL077663/21,29,17000,Receipt_2022-03-31
676106e6cb78d87ad7a7b676,163,2021-11-13T00:00:00.000Z,R000118005,IntPayment,GL077663/21,29,17000,Receipt_2022-03-31
676106e6cb78d87ad7a7b677,182,2021-11-13T00:00:00.000Z,R000118006,PrincPayment,GL076533/21,28,34480,Receipt_2022-03-31
676106e6cb78d87ad7a7b678,318,2021-11-13T00:00:00.000Z,R000118006,IntPayment,GL076533/21,28,34480,Receipt_2022-03-31
676106e6cb78d87ad7a7b679,242,2021-11-13T00:00:00.000Z,R000118007,PrincPayment,GL077654/21,29,27000,Receipt_2022-03-31
676106e6cb78d87ad7a7b67a,258,2021-11-13T00:00:00.000Z,R000118007,IntPayment,GL077654/21,29,27000,Receipt_2022-03-31
676106f0cb78d87ad7a7b67b,50000,2021-11-13T00:00:00.000Z,R000118008,PrincPayment,GL076568/21,111,50000,Receipt_2022-03-31
676106f0cb78d87ad7a7b67c,2719,2021-11-13T00:00:00.000Z,R000118008,IntPayment,GL076568/21,111,50000,Receipt_2022-03-31
676106f0cb78d87ad7a7b67d,20000,2021-11-13T00:00:00.000Z,R000118009,PrincPayment,GL077594/21,3,20000,Receipt_2022-03-31
676106f0cb78d87ad7a7b67e,20,2021-11-13T00:00:00.000Z,R000118009,IntPayment,GL077594/21,3,20000,Receipt_2022-03-31
676106f0cb78d87ad7a7b67f,6000,2021-11-13T00:00:00.000Z,R000118010,PrincPayment,GL078056/21,7,6000,Receipt_2022-03-31
676106f0cb78d87ad7a7b680,14,2021-11-13T00:00:00.000Z,R000118010,IntPayment,GL078056/21,7,6000,Receipt_2022-03-31
676106f0cb78d87ad7a7b681,0,2021-11-15T00:00:00.000Z,R000118027,PrincPayment,GL068895/19,77,10500,Receipt_2022-03-31
676106f0cb78d87ad7a7b682,398,2021-11-15T00:00:00.000Z,R000118027,IntPayment,GL068895/19,77,10500,Receipt_2022-03-31
676106f0cb78d87ad7a7b683,0,2021-11-15T00:00:00.000Z,R000118026,PrincPayment,GL076997/21,78,8000,Receipt_2022-03-31
676106f0cb78d87ad7a7b684,308,2021-11-15T00:00:00.000Z,R000118026,IntPayment,GL076997/21,78,8000,Receipt_2022-03-31
676106f0cb78d87ad7a7b685,10000,2021-11-15T00:00:00.000Z,R000118030,PrincPayment,GL077613/21,34,10000,Receipt_2022-03-31
676106f0cb78d87ad7a7b686,110,2021-11-15T00:00:00.000Z,R000118030,IntPayment,GL077613/21,34,10000,Receipt_2022-03-31
676106f0cb78d87ad7a7b687,32000,2021-11-15T00:00:00.000Z,R000118031,PrincPayment,GL077754/21,25,32000,Receipt_2022-03-31
676106f0cb78d87ad7a7b688,264,2021-11-15T00:00:00.000Z,R000118031,IntPayment,GL077754/21,25,32000,Receipt_2022-03-31
676106f0cb78d87ad7a7b689,38,2021-11-15T00:00:00.000Z,R000118032,PrincPayment,GL074522/20,30,16416,Receipt_2022-03-31
676106f0cb78d87ad7a7b68a,162,2021-11-15T00:00:00.000Z,R000118032,IntPayment,GL074522/20,30,16416,Receipt_2022-03-31
676106f0cb78d87ad7a7b68b,10,2021-11-15T00:00:00.000Z,R000118033,PrincPayment,GL077257/21,30,71967,Receipt_2022-03-31
676106f0cb78d87ad7a7b68c,710,2021-11-15T00:00:00.000Z,R000118033,IntPayment,GL077257/21,30,71967,Receipt_2022-03-31
676106f0cb78d87ad7a7b68d,28000,2021-11-15T00:00:00.000Z,R000118037,PrincPayment,GL077957/21,11,28000,Receipt_2022-03-31
676106f0cb78d87ad7a7b68e,102,2021-11-15T00:00:00.000Z,R000118037,IntPayment,GL077957/21,11,28000,Receipt_2022-03-31
676106f0cb78d87ad7a7b68f,12000,2021-11-15T00:00:00.000Z,R000118036,PrincPayment,GL078033/21,7,12000,Receipt_2022-03-31
676106f0cb78d87ad7a7b690,28,2021-11-15T00:00:00.000Z,R000118036,IntPayment,GL078033/21,7,12000,Receipt_2022-03-31
676106f0cb78d87ad7a7b691,60000,2021-11-15T00:00:00.000Z,R000118046,PrincPayment,GL073994/20,336,60000,Receipt_2022-03-31
676106f0cb78d87ad7a7b692,9930,2021-11-15T00:00:00.000Z,R000118046,IntPayment,GL073994/20,336,60000,Receipt_2022-03-31
676106f0cb78d87ad7a7b693,120000,2021-11-15T00:00:00.000Z,R000118047,PrincPayment,GL073296/20,199,120000,Receipt_2022-03-31
676106f0cb78d87ad7a7b694,11688,2021-11-15T00:00:00.000Z,R000118047,IntPayment,GL073296/20,199,120000,Receipt_2022-03-31
676106f0cb78d87ad7a7b695,10000,2021-11-15T00:00:00.000Z,R000118045,PrincPayment,GL077962/21,10,10000,Receipt_2022-03-31
676106f0cb78d87ad7a7b696,33,2021-11-15T00:00:00.000Z,R000118045,IntPayment,GL077962/21,10,10000,Receipt_2022-03-31
676106f0cb78d87ad7a7b697,270,2021-11-15T00:00:00.000Z,R000118011,PrincPayment,GL076682/21,31,22957,Receipt_2022-03-31
676106f0cb78d87ad7a7b698,230,2021-11-15T00:00:00.000Z,R000118011,IntPayment,GL076682/21,31,22957,Receipt_2022-03-31
676106f0cb78d87ad7a7b699,396,2021-11-15T00:00:00.000Z,R000118012,PrincPayment,GL077643/21,32,10000,Receipt_2022-03-31
676106f0cb78d87ad7a7b69a,104,2021-11-15T00:00:00.000Z,R000118012,IntPayment,GL077643/21,32,10000,Receipt_2022-03-31
676106f0cb78d87ad7a7b69b,10500,2021-11-15T00:00:00.000Z,R000118013,PrincPayment,GL078075/21,7,10500,Receipt_2022-03-31
676106f0cb78d87ad7a7b69c,25,2021-11-15T00:00:00.000Z,R000118013,IntPayment,GL078075/21,7,10500,Receipt_2022-03-31
676106f0cb78d87ad7a7b69d,10000,2021-11-15T00:00:00.000Z,R000118014,PrincPayment,GL076472/21,91,10000,Receipt_2022-03-31
676106f0cb78d87ad7a7b69e,448,2021-11-15T00:00:00.000Z,R000118014,IntPayment,GL076472/21,91,10000,Receipt_2022-03-31
676106f0cb78d87ad7a7b69f,11500,2021-11-15T00:00:00.000Z,R000118015,PrincPayment,GL076539/21,116,11500,Receipt_2022-03-31
676106f0cb78d87ad7a7b6a0,654,2021-11-15T00:00:00.000Z,R000118015,IntPayment,GL076539/21,116,11500,Receipt_2022-03-31
676106f0cb78d87ad7a7b6a1,0,2021-11-15T00:00:00.000Z,R000118016,PrincPayment,GL077535/21,39,10000,Receipt_2022-03-31
676106f0cb78d87ad7a7b6a2,158,2021-11-15T00:00:00.000Z,R000118016,IntPayment,GL077535/21,39,10000,Receipt_2022-03-31
676106f0cb78d87ad7a7b6a3,223,2021-11-15T00:00:00.000Z,R000118017,PrincPayment,GL075794/21,58,53613,Receipt_2022-03-31
676106f0cb78d87ad7a7b6a4,1288,2021-11-15T00:00:00.000Z,R000118017,IntPayment,GL075794/21,58,53613,Receipt_2022-03-31
676106f0cb78d87ad7a7b6a5,0,2021-11-15T00:00:00.000Z,R000118018,PrincPayment,GL077272/21,59,20000,Receipt_2022-03-31
676106f0cb78d87ad7a7b6a6,489,2021-11-15T00:00:00.000Z,R000118018,IntPayment,GL077272/21,59,20000,Receipt_2022-03-31
676106f0cb78d87ad7a7b6a7,12000,2021-11-15T00:00:00.000Z,R000118019,PrincPayment,GL068799/19,739,12000,Receipt_2022-03-31
676106f0cb78d87ad7a7b6a8,4368,2021-11-15T00:00:00.000Z,R000118019,IntPayment,GL068799/19,739,12000,Receipt_2022-03-31
676106f0cb78d87ad7a7b6a9,0,2021-11-15T00:00:00.000Z,R000118020,PrincPayment,GL077324/21,25,21000,Receipt_2022-03-31
676106f0cb78d87ad7a7b6aa,173,2021-11-15T00:00:00.000Z,R000118020,IntPayment,GL077324/21,25,21000,Receipt_2022-03-31
676106f0cb78d87ad7a7b6ab,0,2021-11-15T00:00:00.000Z,R000118021,PrincPayment,GL077230/21,35,24000,Receipt_2022-03-31
676106f0cb78d87ad7a7b6ac,340,2021-11-15T00:00:00.000Z,R000118021,IntPayment,GL077230/21,35,24000,Receipt_2022-03-31
676106f6cb78d87ad7a7b6ad,0,2021-11-15T00:00:00.000Z,R000118022,PrincPayment,GL077558/21,36,25000,Receipt_2022-03-31
676106f6cb78d87ad7a7b6ae,364,2021-11-15T00:00:00.000Z,R000118022,IntPayment,GL077558/21,36,25000,Receipt_2022-03-31
676106f6cb78d87ad7a7b6af,2,2021-11-15T00:00:00.000Z,R000118023,PrincPayment,GL075516/20,34,8891,Receipt_2022-03-31
676106f6cb78d87ad7a7b6b0,98,2021-11-15T00:00:00.000Z,R000118023,IntPayment,GL075516/20,34,8891,Receipt_2022-03-31
676106f6cb78d87ad7a7b6b1,1000,2021-11-15T00:00:00.000Z,R000118024,PrincPayment,GL077164/21,7,10000,Receipt_2022-03-31
676106f6cb78d87ad7a7b6b2,24,2021-11-15T00:00:00.000Z,R000118024,IntPayment,GL077164/21,7,10000,Receipt_2022-03-31
676106f6cb78d87ad7a7b6b3,0,2021-11-15T00:00:00.000Z,R000118025,PrincPayment,GL077205/21,31,11000,Receipt_2022-03-31
676106f6cb78d87ad7a7b6b4,110,2021-11-15T00:00:00.000Z,R000118025,IntPayment,GL077205/21,31,11000,Receipt_2022-03-31
676106f6cb78d87ad7a7b6b5,65000,2021-11-15T00:00:00.000Z,R000118028,PrincPayment,GL077655/21,31,65000,Receipt_2022-03-31
676106f6cb78d87ad7a7b6b6,650,2021-11-15T00:00:00.000Z,R000118028,IntPayment,GL077655/21,31,65000,Receipt_2022-03-31
676106f6cb78d87ad7a7b6b7,25500,2021-11-15T00:00:00.000Z,R000118029,PrincPayment,GL075366/20,221,25500,Receipt_2022-03-31
676106f6cb78d87ad7a7b6b8,2766,2021-11-15T00:00:00.000Z,R000118029,IntPayment,GL075366/20,221,25500,Receipt_2022-03-31
676106f6cb78d87ad7a7b6b9,0,2021-11-15T00:00:00.000Z,R000118034,PrincPayment,GL077182/21,32,50000,Receipt_2022-03-31
676106f6cb78d87ad7a7b6ba,517,2021-11-15T00:00:00.000Z,R000118034,IntPayment,GL077182/21,32,50000,Receipt_2022-03-31
676106f6cb78d87ad7a7b6bb,0,2021-11-15T00:00:00.000Z,R000118035,PrincPayment,GL077187/21,25,26000,Receipt_2022-03-31
676106f6cb78d87ad7a7b6bc,214,2021-11-15T00:00:00.000Z,R000118035,IntPayment,GL077187/21,25,26000,Receipt_2022-03-31
676106f6cb78d87ad7a7b6bd,0,2021-11-15T00:00:00.000Z,R000118038,PrincPayment,GL076779/21,21,99790,Receipt_2022-03-31
676106f6cb78d87ad7a7b6be,689,2021-11-15T00:00:00.000Z,R000118038,IntPayment,GL076779/21,21,99790,Receipt_2022-03-31
676106f6cb78d87ad7a7b6bf,263,2021-11-15T00:00:00.000Z,R000118039,PrincPayment,GL071865/20,35,2585,Receipt_2022-03-31
676106f6cb78d87ad7a7b6c0,37,2021-11-15T00:00:00.000Z,R000118039,IntPayment,GL071865/20,35,2585,Receipt_2022-03-31
676106f6cb78d87ad7a7b6c1,12000,2021-11-15T00:00:00.000Z,R000118040,PrincPayment,GL077758/21,25,12000,Receipt_2022-03-31
676106f6cb78d87ad7a7b6c2,99,2021-11-15T00:00:00.000Z,R000118040,IntPayment,GL077758/21,25,12000,Receipt_2022-03-31
676106f6cb78d87ad7a7b6c3,45000,2021-11-15T00:00:00.000Z,R000118041,PrincPayment,GL076783/21,35,45000,Receipt_2022-03-31
676106f6cb78d87ad7a7b6c4,637,2021-11-15T00:00:00.000Z,R000118041,IntPayment,GL076783/21,35,45000,Receipt_2022-03-31
676106f6cb78d87ad7a7b6c5,0,2021-11-15T00:00:00.000Z,R000118042,PrincPayment,GL077704/21,28,8000,Receipt_2022-03-31
676106f6cb78d87ad7a7b6c6,74,2021-11-15T00:00:00.000Z,R000118042,IntPayment,GL077704/21,28,8000,Receipt_2022-03-31
676106f6cb78d87ad7a7b6c7,0,2021-11-15T00:00:00.000Z,R000118043,PrincPayment,GL077253/21,27,50000,Receipt_2022-03-31
676106f6cb78d87ad7a7b6c8,444,2021-11-15T00:00:00.000Z,R000118043,IntPayment,GL077253/21,27,50000,Receipt_2022-03-31
676106f6cb78d87ad7a7b6c9,0,2021-11-15T00:00:00.000Z,R000118044,PrincPayment,GL077278/21,27,26000,Receipt_2022-03-31
676106f6cb78d87ad7a7b6ca,231,2021-11-15T00:00:00.000Z,R000118044,IntPayment,GL077278/21,27,26000,Receipt_2022-03-31
676106f6cb78d87ad7a7b6cb,20000,2021-11-15T00:00:00.000Z,R000118048,PrincPayment,GL077966/21,10,20000,Receipt_2022-03-31
676106f6cb78d87ad7a7b6cc,66,2021-11-15T00:00:00.000Z,R000118048,IntPayment,GL077966/21,10,20000,Receipt_2022-03-31
676106f6cb78d87ad7a7b6cd,11,2021-11-16T00:00:00.000Z,R000118050,PrincPayment,GL075608/21,29,25000,Receipt_2022-03-31
676106f6cb78d87ad7a7b6ce,239,2021-11-16T00:00:00.000Z,R000118050,IntPayment,GL075608/21,29,25000,Receipt_2022-03-31
676106f6cb78d87ad7a7b6cf,32202,2021-11-16T00:00:00.000Z,R000118049,PrincPayment,GL077516/21,29,32202,Receipt_2022-03-31
676106f6cb78d87ad7a7b6d0,308,2021-11-16T00:00:00.000Z,R000118049,IntPayment,GL077516/21,29,32202,Receipt_2022-03-31
676106f6cb78d87ad7a7b6d1,50000,2021-11-16T00:00:00.000Z,R000118051,PrincPayment,GL078047/21,7,50000,Receipt_2022-03-31
676106f6cb78d87ad7a7b6d2,116,2021-11-16T00:00:00.000Z,R000118051,IntPayment,GL078047/21,7,50000,Receipt_2022-03-31
676106f6cb78d87ad7a7b6d3,3500,2021-11-16T00:00:00.000Z,R000118052,PrincPayment,GL075960/21,11,3500,Receipt_2022-03-31
676106f6cb78d87ad7a7b6d4,13,2021-11-16T00:00:00.000Z,R000118052,IntPayment,GL075960/21,11,3500,Receipt_2022-03-31
676106f6cb78d87ad7a7b6d5,2000,2021-11-16T00:00:00.000Z,R000118053,PrincPayment,GL076527/21,14,12981,Receipt_2022-03-31
676106f6cb78d87ad7a7b6d6,60,2021-11-16T00:00:00.000Z,R000118053,IntPayment,GL076527/21,14,12981,Receipt_2022-03-31
676106f6cb78d87ad7a7b6d7,0,2021-11-16T00:00:00.000Z,R000118054,PrincPayment,GL077921/21,15,7000,Receipt_2022-03-31
676106f6cb78d87ad7a7b6d8,35,2021-11-16T00:00:00.000Z,R000118054,IntPayment,GL077921/21,15,7000,Receipt_2022-03-31
676106f6cb78d87ad7a7b6d9,0,2021-11-16T00:00:00.000Z,R000118055,PrincPayment,GL077269/21,14,6000,Receipt_2022-03-31
676106f6cb78d87ad7a7b6da,28,2021-11-16T00:00:00.000Z,R000118055,IntPayment,GL077269/21,14,6000,Receipt_2022-03-31
676106f6cb78d87ad7a7b6db,12000,2021-11-16T00:00:00.000Z,R000118056,PrincPayment,GL076494/21,14,12000,Receipt_2022-03-31
676106f6cb78d87ad7a7b6dc,56,2021-11-16T00:00:00.000Z,R000118056,IntPayment,GL076494/21,14,12000,Receipt_2022-03-31
676106f6cb78d87ad7a7b6dd,0,2021-11-16T00:00:00.000Z,R000118057,PrincPayment,GL073278/20,31,50000,Receipt_2022-03-31
676106f6cb78d87ad7a7b6de,500,2021-11-16T00:00:00.000Z,R000118057,IntPayment,GL073278/20,31,50000,Receipt_2022-03-31
676106fbcb78d87ad7a7b6df,1000,2021-11-16T00:00:00.000Z,R000118058,PrincPayment,GL076090/21,168,5000,Receipt_2022-03-31
676106fbcb78d87ad7a7b6e0,412,2021-11-16T00:00:00.000Z,R000118058,IntPayment,GL076090/21,168,5000,Receipt_2022-03-31
676106fbcb78d87ad7a7b6e1,0,2021-11-16T00:00:00.000Z,R000118059,PrincPayment,GL075107/20,31,118567,Receipt_2022-03-31
676106fbcb78d87ad7a7b6e2,1186,2021-11-16T00:00:00.000Z,R000118059,IntPayment,GL075107/20,31,118567,Receipt_2022-03-31
676106fbcb78d87ad7a7b6e3,15000,2021-11-16T00:00:00.000Z,R000118060,PrincPayment,GL069036/19,726,15000,Receipt_2022-03-31
676106fbcb78d87ad7a7b6e4,5368,2021-11-16T00:00:00.000Z,R000118060,IntPayment,GL069036/19,726,15000,Receipt_2022-03-31
676106fbcb78d87ad7a7b6e5,25000,2021-11-16T00:00:00.000Z,R000118061,PrincPayment,GL078086/21,7,25000,Receipt_2022-03-31
676106fbcb78d87ad7a7b6e6,58,2021-11-16T00:00:00.000Z,R000118061,IntPayment,GL078086/21,7,25000,Receipt_2022-03-31
676106fbcb78d87ad7a7b6e7,15937,2021-11-16T00:00:00.000Z,R000118062,PrincPayment,GL076570/21,4,15937,Receipt_2022-03-31
676106fbcb78d87ad7a7b6e8,21,2021-11-16T00:00:00.000Z,R000118062,IntPayment,GL076570/21,4,15937,Receipt_2022-03-31
676106fbcb78d87ad7a7b6e9,900,2021-11-16T00:00:00.000Z,R000118063,PrincPayment,GL077179/21,65,10900,Receipt_2022-03-31
676106fbcb78d87ad7a7b6ea,349,2021-11-16T00:00:00.000Z,R000118063,IntPayment,GL077179/21,65,10900,Receipt_2022-03-31
676106fbcb78d87ad7a7b6eb,5000,2021-11-16T00:00:00.000Z,R000118064,PrincPayment,GL077102/21,72,5000,Receipt_2022-03-31
676106fbcb78d87ad7a7b6ec,178,2021-11-16T00:00:00.000Z,R000118064,IntPayment,GL077102/21,72,5000,Receipt_2022-03-31
676106fbcb78d87ad7a7b6ed,418,2021-11-16T00:00:00.000Z,R000118065,PrincPayment,GL074812/20,33,52418,Receipt_2022-03-31
676106fbcb78d87ad7a7b6ee,560,2021-11-16T00:00:00.000Z,R000118065,IntPayment,GL074812/20,33,52418,Receipt_2022-03-31
676106fbcb78d87ad7a7b6ef,6000,2021-11-16T00:00:00.000Z,R000118066,PrincPayment,GL077668/21,32,6000,Receipt_2022-03-31
676106fbcb78d87ad7a7b6f0,62,2021-11-16T00:00:00.000Z,R000118066,IntPayment,GL077668/21,32,6000,Receipt_2022-03-31
676106fbcb78d87ad7a7b6f1,11000,2021-11-16T00:00:00.000Z,R000118067,PrincPayment,GL077273/21,31,11000,Receipt_2022-03-31
676106fbcb78d87ad7a7b6f2,110,2021-11-16T00:00:00.000Z,R000118067,IntPayment,GL077273/21,31,11000,Receipt_2022-03-31
676106fbcb78d87ad7a7b6f3,11000,2021-11-16T00:00:00.000Z,R000118071,PrincPayment,GL066304/19,875,11000,Receipt_2022-03-31
676106fbcb78d87ad7a7b6f4,4740,2021-11-16T00:00:00.000Z,R000118071,IntPayment,GL066304/19,875,11000,Receipt_2022-03-31
676106fbcb78d87ad7a7b6f5,284,2021-11-16T00:00:00.000Z,R000118069,PrincPayment,GL077397/21,33,20115,Receipt_2022-03-31
676106fbcb78d87ad7a7b6f6,216,2021-11-16T00:00:00.000Z,R000118069,IntPayment,GL077397/21,33,20115,Receipt_2022-03-31
676106fbcb78d87ad7a7b6f7,0,2021-11-16T00:00:00.000Z,R000118070,PrincPayment,GL073345/20,33,48602,Receipt_2022-03-31
676106fbcb78d87ad7a7b6f8,519,2021-11-16T00:00:00.000Z,R000118070,IntPayment,GL073345/20,33,48602,Receipt_2022-03-31
676106fbcb78d87ad7a7b6f9,2500,2021-11-16T00:00:00.000Z,R000118068,PrincPayment,GL075890/21,204,50000,Receipt_2022-03-31
676106fbcb78d87ad7a7b6fa,5518,2021-11-16T00:00:00.000Z,R000118068,IntPayment,GL075890/21,204,50000,Receipt_2022-03-31
676106fbcb78d87ad7a7b6fb,16000,2021-11-16T00:00:00.000Z,R000118072,PrincPayment,GL075909/21,203,16000,Receipt_2022-03-31
676106fbcb78d87ad7a7b6fc,1598,2021-11-16T00:00:00.000Z,R000118072,IntPayment,GL075909/21,203,16000,Receipt_2022-03-31
676106fbcb78d87ad7a7b6fd,0,2021-11-16T00:00:00.000Z,R000118073,PrincPayment,GL076703/21,39,7976,Receipt_2022-03-31
676106fbcb78d87ad7a7b6fe,126,2021-11-16T00:00:00.000Z,R000118073,IntPayment,GL076703/21,39,7976,Receipt_2022-03-31
676106fbcb78d87ad7a7b6ff,0,2021-11-16T00:00:00.000Z,R000118074,PrincPayment,GL077893/21,18,29800,Receipt_2022-03-31
676106fbcb78d87ad7a7b700,177,2021-11-16T00:00:00.000Z,R000118074,IntPayment,GL077893/21,18,29800,Receipt_2022-03-31
676106fbcb78d87ad7a7b701,1390,2021-11-17T00:00:00.000Z,R000118075,PrincPayment,GL077674/21,31,11000,Receipt_2022-03-31
676106fbcb78d87ad7a7b702,110,2021-11-17T00:00:00.000Z,R000118075,IntPayment,GL077674/21,31,11000,Receipt_2022-03-31
676106fbcb78d87ad7a7b703,6000,2021-11-17T00:00:00.000Z,R000118076,PrincPayment,GL077885/21,19,6000,Receipt_2022-03-31
676106fbcb78d87ad7a7b704,38,2021-11-17T00:00:00.000Z,R000118076,IntPayment,GL077885/21,19,6000,Receipt_2022-03-31
676106fbcb78d87ad7a7b705,0,2021-11-17T00:00:00.000Z,R000118077,PrincPayment,GL077411/21,23,20000,Receipt_2022-03-31
676106fbcb78d87ad7a7b706,152,2021-11-17T00:00:00.000Z,R000118077,IntPayment,GL077411/21,23,20000,Receipt_2022-03-31
676106fbcb78d87ad7a7b707,0,2021-11-17T00:00:00.000Z,R000118078,PrincPayment,GL076184/21,30,10000,Receipt_2022-03-31
676106fbcb78d87ad7a7b708,99,2021-11-17T00:00:00.000Z,R000118078,IntPayment,GL076184/21,30,10000,Receipt_2022-03-31
676106fbcb78d87ad7a7b709,10000,2021-11-17T00:00:00.000Z,R000118081,PrincPayment,GL078037/21,8,10000,Receipt_2022-03-31
