_id,Amount,Date,RecNo,TxnType,GLNo,PendingDays,PrincDue,Source[0]
676105cfcb78d87ad7a7ab99,20000,2021-10-06T00:00:00.000Z,R000116615,PrincPayment,GL077055/21,35,20000,Receipt_2022-03-31
676105cfcb78d87ad7a7ab9a,292,2021-10-06T00:00:00.000Z,R000116615,IntPayment,GL077055/21,35,20000,Receipt_2022-03-31
676105cfcb78d87ad7a7ab9b,22462,2021-10-06T00:00:00.000Z,R000116616,PrincPayment,GL076335/21,34,22462,Receipt_2022-03-31
676105cfcb78d87ad7a7ab9c,318,2021-10-06T00:00:00.000Z,R000116616,IntPayment,GL076335/21,34,22462,Receipt_2022-03-31
676105cfcb78d87ad7a7ab9d,20000,2021-10-06T00:00:00.000Z,R000116617,PrincPayment,GL071647/20,394,20000,Receipt_2022-03-31
676105cfcb78d87ad7a7ab9e,3900,2021-10-06T00:00:00.000Z,R000116617,IntPayment,GL071647/20,394,20000,Receipt_2022-03-31
676105cfcb78d87ad7a7ab9f,22000,2021-10-06T00:00:00.000Z,R000116618,PrincPayment,GL077359/21,13,22000,Receipt_2022-03-31
676105cfcb78d87ad7a7aba0,95,2021-10-06T00:00:00.000Z,R000116618,IntPayment,GL077359/21,13,22000,Receipt_2022-03-31
676105cfcb78d87ad7a7aba1,299,2021-10-07T00:00:00.000Z,R000116619,PrincPayment,GL068197/19,3,450,Receipt_2022-03-31
676105cfcb78d87ad7a7aba2,1,2021-10-07T00:00:00.000Z,R000116619,IntPayment,GL068197/19,3,450,Receipt_2022-03-31
676105cfcb78d87ad7a7aba3,16000,2021-10-07T00:00:00.000Z,R000116620,PrincPayment,GL077136/21,29,16000,Receipt_2022-03-31
676105cfcb78d87ad7a7aba4,153,2021-10-07T00:00:00.000Z,R000116620,IntPayment,GL077136/21,29,16000,Receipt_2022-03-31
676105cfcb78d87ad7a7aba5,0,2021-10-07T00:00:00.000Z,R000116621,PrincPayment,GL072971/20,31,63300,Receipt_2022-03-31
676105cfcb78d87ad7a7aba6,655,2021-10-07T00:00:00.000Z,R000116621,IntPayment,GL072971/20,31,63300,Receipt_2022-03-31
676105cfcb78d87ad7a7aba7,0,2021-10-07T00:00:00.000Z,R000116622,PrincPayment,GL074325/20,31,15000,Receipt_2022-03-31
676105cfcb78d87ad7a7aba8,155,2021-10-07T00:00:00.000Z,R000116622,IntPayment,GL074325/20,31,15000,Receipt_2022-03-31
676105cfcb78d87ad7a7aba9,0,2021-10-07T00:00:00.000Z,R000116623,PrincPayment,GL073548/20,31,24000,Receipt_2022-03-31
676105cfcb78d87ad7a7abaa,248,2021-10-07T00:00:00.000Z,R000116623,IntPayment,GL073548/20,31,24000,Receipt_2022-03-31
676105cfcb78d87ad7a7abab,0,2021-10-07T00:00:00.000Z,R000116624,PrincPayment,GL072764/20,31,49928,Receipt_2022-03-31
676105cfcb78d87ad7a7abac,516,2021-10-07T00:00:00.000Z,R000116624,IntPayment,GL072764/20,31,49928,Receipt_2022-03-31
676105cfcb78d87ad7a7abad,0,2021-10-07T00:00:00.000Z,R000116625,PrincPayment,GL076731/21,30,99900,Receipt_2022-03-31
676105cfcb78d87ad7a7abae,999,2021-10-07T00:00:00.000Z,R000116625,IntPayment,GL076731/21,30,99900,Receipt_2022-03-31
676105cfcb78d87ad7a7abaf,0,2021-10-07T00:00:00.000Z,R000116626,PrincPayment,GL076756/21,30,11000,Receipt_2022-03-31
676105cfcb78d87ad7a7abb0,110,2021-10-07T00:00:00.000Z,R000116626,IntPayment,GL076756/21,30,11000,Receipt_2022-03-31
676105cfcb78d87ad7a7abb1,59,2021-10-07T00:00:00.000Z,R000116627,PrincPayment,GL077018/21,38,21000,Receipt_2022-03-31
676105cfcb78d87ad7a7abb2,332,2021-10-07T00:00:00.000Z,R000116627,IntPayment,GL077018/21,38,21000,Receipt_2022-03-31
676105cfcb78d87ad7a7abb3,0,2021-10-07T00:00:00.000Z,R000116628,PrincPayment,GL076524/21,50,16000,Receipt_2022-03-31
676105cfcb78d87ad7a7abb4,260,2021-10-07T00:00:00.000Z,R000116628,IntPayment,GL076524/21,50,16000,Receipt_2022-03-31
676105cfcb78d87ad7a7abb5,0,2021-10-07T00:00:00.000Z,R000116629,PrincPayment,GL076496/21,50,12200,Receipt_2022-03-31
676105cfcb78d87ad7a7abb6,199,2021-10-07T00:00:00.000Z,R000116629,IntPayment,GL076496/21,50,12200,Receipt_2022-03-31
676105cfcb78d87ad7a7abb7,5000,2021-10-07T00:00:00.000Z,R000116630,PrincPayment,GL076837/21,55,150000,Receipt_2022-03-31
676105cfcb78d87ad7a7abb8,2684,2021-10-07T00:00:00.000Z,R000116630,IntPayment,GL076837/21,55,150000,Receipt_2022-03-31
676105cfcb78d87ad7a7abb9,51932,2021-10-07T00:00:00.000Z,R000116631,PrincPayment,GL073245/20,29,51932,Receipt_2022-03-31
676105cfcb78d87ad7a7abba,496,2021-10-07T00:00:00.000Z,R000116631,IntPayment,GL073245/20,29,51932,Receipt_2022-03-31
676105cfcb78d87ad7a7abbb,3000,2021-10-07T00:00:00.000Z,R000116632,PrincPayment,GL076950/21,15,3000,Receipt_2022-03-31
676105cfcb78d87ad7a7abbc,15,2021-10-07T00:00:00.000Z,R000116632,IntPayment,GL076950/21,15,3000,Receipt_2022-03-31
676105d4cb78d87ad7a7abbd,881,2021-10-07T00:00:00.000Z,R000116633,PrincPayment,GL077198/21,24,15000,Receipt_2022-03-31
676105d4cb78d87ad7a7abbe,119,2021-10-07T00:00:00.000Z,R000116633,IntPayment,GL077198/21,24,15000,Receipt_2022-03-31
676105d4cb78d87ad7a7abbf,0,2021-10-07T00:00:00.000Z,R000116634,PrincPayment,GL077427/21,8,34000,Receipt_2022-03-31
676105d4cb78d87ad7a7abc0,90,2021-10-07T00:00:00.000Z,R000116634,IntPayment,GL077427/21,8,34000,Receipt_2022-03-31
676105d4cb78d87ad7a7abc1,0,2021-10-07T00:00:00.000Z,R000116635,PrincPayment,GL076907/21,17,40000,Receipt_2022-03-31
676105d4cb78d87ad7a7abc2,224,2021-10-07T00:00:00.000Z,R000116635,IntPayment,GL076907/21,17,40000,Receipt_2022-03-31
676105d4cb78d87ad7a7abc3,0,2021-10-07T00:00:00.000Z,R000116636,PrincPayment,GL075475/20,29,24000,Receipt_2022-03-31
676105d4cb78d87ad7a7abc4,229,2021-10-07T00:00:00.000Z,R000116636,IntPayment,GL075475/20,29,24000,Receipt_2022-03-31
676105d4cb78d87ad7a7abc5,252,2021-10-07T00:00:00.000Z,R000116637,PrincPayment,GL076597/21,55,11068,Receipt_2022-03-31
676105d4cb78d87ad7a7abc6,248,2021-10-07T00:00:00.000Z,R000116637,IntPayment,GL076597/21,55,11068,Receipt_2022-03-31
676105d4cb78d87ad7a7abc7,374,2021-10-07T00:00:00.000Z,R000116638,PrincPayment,GL072959/20,55,27975,Receipt_2022-03-31
676105d4cb78d87ad7a7abc8,626,2021-10-07T00:00:00.000Z,R000116638,IntPayment,GL072959/20,55,27975,Receipt_2022-03-31
676105d4cb78d87ad7a7abc9,0,2021-10-07T00:00:00.000Z,R000116639,PrincPayment,GL073900/20,33,110000,Receipt_2022-03-31
676105d4cb78d87ad7a7abca,1209,2021-10-07T00:00:00.000Z,R000116639,IntPayment,GL073900/20,33,110000,Receipt_2022-03-31
676105d4cb78d87ad7a7abcb,0,2021-10-07T00:00:00.000Z,R000116640,PrincPayment,GL076092/21,33,120626,Receipt_2022-03-31
676105d4cb78d87ad7a7abcc,1326,2021-10-07T00:00:00.000Z,R000116640,IntPayment,GL076092/21,33,120626,Receipt_2022-03-31
676105d4cb78d87ad7a7abcd,19000,2021-10-07T00:00:00.000Z,R000116641,PrincPayment,GL076175/21,34,19000,Receipt_2022-03-31
676105d4cb78d87ad7a7abce,269,2021-10-07T00:00:00.000Z,R000116641,IntPayment,GL076175/21,34,19000,Receipt_2022-03-31
676105d4cb78d87ad7a7abcf,500,2021-10-07T00:00:00.000Z,R000116642,PrincPayment,GL077215/21,23,2000,Receipt_2022-03-31
676105d4cb78d87ad7a7abd0,16,2021-10-07T00:00:00.000Z,R000116642,IntPayment,GL077215/21,23,2000,Receipt_2022-03-31
676105d4cb78d87ad7a7abd1,7000,2021-10-07T00:00:00.000Z,R000116643,PrincPayment,GL077202/21,24,7000,Receipt_2022-03-31
676105d4cb78d87ad7a7abd2,56,2021-10-07T00:00:00.000Z,R000116643,IntPayment,GL077202/21,24,7000,Receipt_2022-03-31
676105d4cb78d87ad7a7abd3,38000,2021-10-07T00:00:00.000Z,R000116644,PrincPayment,GL076891/21,51,38000,Receipt_2022-03-31
676105d4cb78d87ad7a7abd4,788,2021-10-07T00:00:00.000Z,R000116644,IntPayment,GL076891/21,51,38000,Receipt_2022-03-31
676105d4cb78d87ad7a7abd5,166,2021-10-07T00:00:00.000Z,R000116645,PrincPayment,GL076707/21,29,35000,Receipt_2022-03-31
676105d4cb78d87ad7a7abd6,334,2021-10-07T00:00:00.000Z,R000116645,IntPayment,GL076707/21,29,35000,Receipt_2022-03-31
676105d4cb78d87ad7a7abd7,0,2021-10-07T00:00:00.000Z,R000116646,PrincPayment,GL072020/20,37,67204,Receipt_2022-03-31
676105d4cb78d87ad7a7abd8,1000,2021-10-07T00:00:00.000Z,R000116646,IntPayment,GL072020/20,37,67204,Receipt_2022-03-31
676105d4cb78d87ad7a7abd9,0,2021-10-07T00:00:00.000Z,R000116647,PrincPayment,GL077113/21,31,30000,Receipt_2022-03-31
676105d4cb78d87ad7a7abda,310,2021-10-07T00:00:00.000Z,R000116647,IntPayment,GL077113/21,31,30000,Receipt_2022-03-31
676105d4cb78d87ad7a7abdb,5000,2021-10-07T00:00:00.000Z,R000116648,PrincPayment,GL076250/21,105,24000,Receipt_2022-03-31
676105d4cb78d87ad7a7abdc,1234,2021-10-07T00:00:00.000Z,R000116648,IntPayment,GL076250/21,105,24000,Receipt_2022-03-31
676105d4cb78d87ad7a7abdd,2388,2021-10-07T00:00:00.000Z,R000116649,PrincPayment,GL070176/19,505,2388,Receipt_2022-03-31
676105d4cb78d87ad7a7abde,609,2021-10-07T00:00:00.000Z,R000116649,IntPayment,GL070176/19,505,2388,Receipt_2022-03-31
676105d4cb78d87ad7a7abdf,244,2021-10-07T00:00:00.000Z,R000116650,PrincPayment,GL076714/21,64,24000,Receipt_2022-03-31
676105d4cb78d87ad7a7abe0,756,2021-10-07T00:00:00.000Z,R000116650,IntPayment,GL076714/21,64,24000,Receipt_2022-03-31
676105d4cb78d87ad7a7abe1,2415,2021-10-07T00:00:00.000Z,R000116651,PrincPayment,GL070201/19,31,56563,Receipt_2022-03-31
676105d4cb78d87ad7a7abe2,585,2021-10-07T00:00:00.000Z,R000116651,IntPayment,GL070201/19,31,56563,Receipt_2022-03-31
676105d4cb78d87ad7a7abe3,1000,2021-10-07T00:00:00.000Z,R000116652,PrincPayment,GL075688/21,31,31000,Receipt_2022-03-31
676105d4cb78d87ad7a7abe4,321,2021-10-07T00:00:00.000Z,R000116652,IntPayment,GL075688/21,31,31000,Receipt_2022-03-31
676105d4cb78d87ad7a7abe5,5132,2021-10-07T00:00:00.000Z,R000116653,PrincPayment,GL077367/21,3,5132,Receipt_2022-03-31
676105d4cb78d87ad7a7abe6,6,2021-10-07T00:00:00.000Z,R000116653,IntPayment,GL077367/21,3,5132,Receipt_2022-03-31
676105d4cb78d87ad7a7abe7,0,2021-10-07T00:00:00.000Z,R000116654,PrincPayment,GL073668/20,30,199000,Receipt_2022-03-31
676105d4cb78d87ad7a7abe8,1990,2021-10-07T00:00:00.000Z,R000116654,IntPayment,GL073668/20,30,199000,Receipt_2022-03-31
676105d4cb78d87ad7a7abe9,0,2021-10-07T00:00:00.000Z,R000116655,PrincPayment,GL076845/21,31,22000,Receipt_2022-03-31
676105d4cb78d87ad7a7abea,228,2021-10-07T00:00:00.000Z,R000116655,IntPayment,GL076845/21,31,22000,Receipt_2022-03-31
676105d4cb78d87ad7a7abeb,0,2021-10-07T00:00:00.000Z,R000116656,PrincPayment,GL073756/20,30,90000,Receipt_2022-03-31
676105d4cb78d87ad7a7abec,900,2021-10-07T00:00:00.000Z,R000116656,IntPayment,GL073756/20,30,90000,Receipt_2022-03-31
676105d4cb78d87ad7a7abed,0,2021-10-07T00:00:00.000Z,R000116657,PrincPayment,GL073955/20,30,80000,Receipt_2022-03-31
676105d4cb78d87ad7a7abee,800,2021-10-07T00:00:00.000Z,R000116657,IntPayment,GL073955/20,30,80000,Receipt_2022-03-31
676105d9cb78d87ad7a7abef,56,2021-10-07T00:00:00.000Z,R000116658,PrincPayment,GL077125/21,22,6000,Receipt_2022-03-31
676105d9cb78d87ad7a7abf0,44,2021-10-07T00:00:00.000Z,R000116658,IntPayment,GL077125/21,22,6000,Receipt_2022-03-31
676105d9cb78d87ad7a7abf1,3000,2021-10-07T00:00:00.000Z,R000116659,PrincPayment,GL076813/21,31,98000,Receipt_2022-03-31
676105d9cb78d87ad7a7abf2,1013,2021-10-07T00:00:00.000Z,R000116659,IntPayment,GL076813/21,31,98000,Receipt_2022-03-31
676105d9cb78d87ad7a7abf3,0,2021-10-07T00:00:00.000Z,R000116660,PrincPayment,GL076745/21,31,99000,Receipt_2022-03-31
676105d9cb78d87ad7a7abf4,1023,2021-10-07T00:00:00.000Z,R000116660,IntPayment,GL076745/21,31,99000,Receipt_2022-03-31
676105d9cb78d87ad7a7abf5,0,2021-10-07T00:00:00.000Z,R000116661,PrincPayment,GL076381/21,31,29962,Receipt_2022-03-31
676105d9cb78d87ad7a7abf6,310,2021-10-07T00:00:00.000Z,R000116661,IntPayment,GL076381/21,31,29962,Receipt_2022-03-31
676105d9cb78d87ad7a7abf7,2274,2021-10-07T00:00:00.000Z,R000116662,PrincPayment,GL076659/21,67,22000,Receipt_2022-03-31
676105d9cb78d87ad7a7abf8,726,2021-10-07T00:00:00.000Z,R000116662,IntPayment,GL076659/21,67,22000,Receipt_2022-03-31
676105d9cb78d87ad7a7abf9,0,2021-10-07T00:00:00.000Z,R000116663,PrincPayment,GL073155/20,31,14000,Receipt_2022-03-31
676105d9cb78d87ad7a7abfa,145,2021-10-07T00:00:00.000Z,R000116663,IntPayment,GL073155/20,31,14000,Receipt_2022-03-31
676105d9cb78d87ad7a7abfb,0,2021-10-07T00:00:00.000Z,R000116664,PrincPayment,GL074374/20,31,4500,Receipt_2022-03-31
676105d9cb78d87ad7a7abfc,47,2021-10-07T00:00:00.000Z,R000116664,IntPayment,GL074374/20,31,4500,Receipt_2022-03-31
676105d9cb78d87ad7a7abfd,658,2021-10-07T00:00:00.000Z,R000116665,PrincPayment,GL073557/20,31,14500,Receipt_2022-03-31
676105d9cb78d87ad7a7abfe,150,2021-10-07T00:00:00.000Z,R000116665,IntPayment,GL073557/20,31,14500,Receipt_2022-03-31
676105d9cb78d87ad7a7abff,1000,2021-10-07T00:00:00.000Z,R000116666,PrincPayment,GL076367/21,29,9951,Receipt_2022-03-31
676105d9cb78d87ad7a7ac00,95,2021-10-07T00:00:00.000Z,R000116666,IntPayment,GL076367/21,29,9951,Receipt_2022-03-31
676105d9cb78d87ad7a7ac01,1000,2021-10-07T00:00:00.000Z,R000116667,PrincPayment,GL074425/20,31,35000,Receipt_2022-03-31
676105d9cb78d87ad7a7ac02,362,2021-10-07T00:00:00.000Z,R000116667,IntPayment,GL074425/20,31,35000,Receipt_2022-03-31
676105d9cb78d87ad7a7ac03,10000,2021-10-07T00:00:00.000Z,R000116668,PrincPayment,GL077190/21,25,18000,Receipt_2022-03-31
676105d9cb78d87ad7a7ac04,148,2021-10-07T00:00:00.000Z,R000116668,IntPayment,GL077190/21,25,18000,Receipt_2022-03-31
676105d9cb78d87ad7a7ac05,0,2021-10-07T00:00:00.000Z,R000116669,PrincPayment,GL077157/21,27,40000,Receipt_2022-03-31
676105d9cb78d87ad7a7ac06,356,2021-10-07T00:00:00.000Z,R000116669,IntPayment,GL077157/21,27,40000,Receipt_2022-03-31
676105d9cb78d87ad7a7ac07,19000,2021-10-07T00:00:00.000Z,R000116670,PrincPayment,GL072404/20,421,19000,Receipt_2022-03-31
676105d9cb78d87ad7a7ac08,3990,2021-10-07T00:00:00.000Z,R000116670,IntPayment,GL072404/20,421,19000,Receipt_2022-03-31
676105d9cb78d87ad7a7ac09,740,2021-10-07T00:00:00.000Z,R000116671,PrincPayment,GL075066/20,33,23548,Receipt_2022-03-31
676105d9cb78d87ad7a7ac0a,260,2021-10-07T00:00:00.000Z,R000116671,IntPayment,GL075066/20,33,23548,Receipt_2022-03-31
676105d9cb78d87ad7a7ac0b,285,2021-10-07T00:00:00.000Z,R000116672,PrincPayment,GL075166/20,30,21438,Receipt_2022-03-31
676105d9cb78d87ad7a7ac0c,215,2021-10-07T00:00:00.000Z,R000116672,IntPayment,GL075166/20,30,21438,Receipt_2022-03-31
676105d9cb78d87ad7a7ac0d,937,2021-10-07T00:00:00.000Z,R000116673,PrincPayment,GL071398/19,175,2500,Receipt_2022-03-31
676105d9cb78d87ad7a7ac0e,263,2021-10-07T00:00:00.000Z,R000116673,IntPayment,GL071398/19,175,2500,Receipt_2022-03-31
676105d9cb78d87ad7a7ac0f,15000,2021-10-07T00:00:00.000Z,R000116674,PrincPayment,GL077410/21,9,15000,Receipt_2022-03-31
676105d9cb78d87ad7a7ac10,45,2021-10-07T00:00:00.000Z,R000116674,IntPayment,GL077410/21,9,15000,Receipt_2022-03-31
676105d9cb78d87ad7a7ac11,10810,2021-10-07T00:00:00.000Z,R000116675,PrincPayment,GL076654/21,15,10810,Receipt_2022-03-31
676105d9cb78d87ad7a7ac12,54,2021-10-07T00:00:00.000Z,R000116675,IntPayment,GL076654/21,15,10810,Receipt_2022-03-31
676105d9cb78d87ad7a7ac13,0,2021-10-07T00:00:00.000Z,R000116676,PrincPayment,GL073369/20,31,49952,Receipt_2022-03-31
676105d9cb78d87ad7a7ac14,517,2021-10-07T00:00:00.000Z,R000116676,IntPayment,GL073369/20,31,49952,Receipt_2022-03-31
676105d9cb78d87ad7a7ac15,0,2021-10-07T00:00:00.000Z,R000116677,PrincPayment,GL076826/21,31,100000,Receipt_2022-03-31
676105d9cb78d87ad7a7ac16,1033,2021-10-07T00:00:00.000Z,R000116677,IntPayment,GL076826/21,31,100000,Receipt_2022-03-31
676105d9cb78d87ad7a7ac17,0,2021-10-07T00:00:00.000Z,R000116678,PrincPayment,GL077130/21,30,55000,Receipt_2022-03-31
676105d9cb78d87ad7a7ac18,550,2021-10-07T00:00:00.000Z,R000116678,IntPayment,GL077130/21,30,55000,Receipt_2022-03-31
676105d9cb78d87ad7a7ac19,0,2021-10-07T00:00:00.000Z,R000116679,PrincPayment,GL075993/21,31,75000,Receipt_2022-03-31
676105d9cb78d87ad7a7ac1a,775,2021-10-07T00:00:00.000Z,R000116679,IntPayment,GL075993/21,31,75000,Receipt_2022-03-31
676105d9cb78d87ad7a7ac1b,500,2021-10-07T00:00:00.000Z,R000116680,PrincPayment,GL076201/21,29,62000,Receipt_2022-03-31
676105d9cb78d87ad7a7ac1c,592,2021-10-07T00:00:00.000Z,R000116680,IntPayment,GL076201/21,29,62000,Receipt_2022-03-31
676105d9cb78d87ad7a7ac1d,2000,2021-10-07T00:00:00.000Z,R000116681,PrincPayment,GL076754/21,29,62000,Receipt_2022-03-31
676105d9cb78d87ad7a7ac1e,592,2021-10-07T00:00:00.000Z,R000116681,IntPayment,GL076754/21,29,62000,Receipt_2022-03-31
676105d9cb78d87ad7a7ac1f,5000,2021-10-07T00:00:00.000Z,R000116682,PrincPayment,GL077470/21,7,5000,Receipt_2022-03-31
676105d9cb78d87ad7a7ac20,12,2021-10-07T00:00:00.000Z,R000116682,IntPayment,GL077470/21,7,5000,Receipt_2022-03-31
676105decb78d87ad7a7ac21,7000,2021-10-08T00:00:00.000Z,R000116683,PrincPayment,GL076813/21,1,95000,Receipt_2022-03-31
676105decb78d87ad7a7ac22,32,2021-10-08T00:00:00.000Z,R000116683,IntPayment,GL076813/21,1,95000,Receipt_2022-03-31
676105decb78d87ad7a7ac23,13000,2021-10-08T00:00:00.000Z,R000116684,PrincPayment,GL076860/21,4,13000,Receipt_2022-03-31
676105decb78d87ad7a7ac24,18,2021-10-08T00:00:00.000Z,R000116684,IntPayment,GL076860/21,4,13000,Receipt_2022-03-31
676105decb78d87ad7a7ac25,0,2021-10-08T00:00:00.000Z,R000116685,PrincPayment,GL076764/21,30,5000,Receipt_2022-03-31
676105decb78d87ad7a7ac26,50,2021-10-08T00:00:00.000Z,R000116685,IntPayment,GL076764/21,30,5000,Receipt_2022-03-31
676105decb78d87ad7a7ac27,4850,2021-10-08T00:00:00.000Z,R000116686,PrincPayment,GL077133/21,30,17000,Receipt_2022-03-31
676105decb78d87ad7a7ac28,170,2021-10-08T00:00:00.000Z,R000116686,IntPayment,GL077133/21,30,17000,Receipt_2022-03-31
676105decb78d87ad7a7ac29,5188,2021-10-08T00:00:00.000Z,R000116687,PrincPayment,GL076198/21,25,37873,Receipt_2022-03-31
676105decb78d87ad7a7ac2a,312,2021-10-08T00:00:00.000Z,R000116687,IntPayment,GL076198/21,25,37873,Receipt_2022-03-31
676105decb78d87ad7a7ac2b,4,2021-10-08T00:00:00.000Z,R000116688,PrincPayment,GL072020/20,1,67204,Receipt_2022-03-31
676105decb78d87ad7a7ac2c,62,2021-10-08T00:00:00.000Z,R000116688,IntPayment,GL072020/20,1,67204,Receipt_2022-03-31
676105decb78d87ad7a7ac2d,10000,2021-10-08T00:00:00.000Z,R000116689,PrincPayment,GL075144/20,16,10000,Receipt_2022-03-31
676105decb78d87ad7a7ac2e,53,2021-10-08T00:00:00.000Z,R000116689,IntPayment,GL075144/20,16,10000,Receipt_2022-03-31
676105decb78d87ad7a7ac2f,20000,2021-10-08T00:00:00.000Z,R000116690,PrincPayment,GL077311/21,17,20000,Receipt_2022-03-31
676105decb78d87ad7a7ac30,112,2021-10-08T00:00:00.000Z,R000116690,IntPayment,GL077311/21,17,20000,Receipt_2022-03-31
676105decb78d87ad7a7ac31,8000,2021-10-08T00:00:00.000Z,R000116691,PrincPayment,GL077520/21,7,8000,Receipt_2022-03-31
676105decb78d87ad7a7ac32,19,2021-10-08T00:00:00.000Z,R000116691,IntPayment,GL077520/21,7,8000,Receipt_2022-03-31
676105decb78d87ad7a7ac33,75000,2021-10-08T00:00:00.000Z,R000116692,PrincPayment,GL074998/20,30,75000,Receipt_2022-03-31
676105decb78d87ad7a7ac34,750,2021-10-08T00:00:00.000Z,R000116692,IntPayment,GL074998/20,30,75000,Receipt_2022-03-31
676105decb78d87ad7a7ac35,0,2021-10-08T00:00:00.000Z,R000116693,PrincPayment,GL075669/21,182,7000,Receipt_2022-03-31
676105decb78d87ad7a7ac36,400,2021-10-08T00:00:00.000Z,R000116693,IntPayment,GL075669/21,182,7000,Receipt_2022-03-31
676105decb78d87ad7a7ac37,0,2021-10-08T00:00:00.000Z,R000116694,PrincPayment,GL076829/21,30,40000,Receipt_2022-03-31
676105decb78d87ad7a7ac38,400,2021-10-08T00:00:00.000Z,R000116694,IntPayment,GL076829/21,30,40000,Receipt_2022-03-31
676105decb78d87ad7a7ac39,0,2021-10-08T00:00:00.000Z,R000116695,PrincPayment,GL076762/21,30,65000,Receipt_2022-03-31
676105decb78d87ad7a7ac3a,650,2021-10-08T00:00:00.000Z,R000116695,IntPayment,GL076762/21,30,65000,Receipt_2022-03-31
676105decb78d87ad7a7ac3b,7,2021-10-08T00:00:00.000Z,R000116696,PrincPayment,GL074043/20,28,49993,Receipt_2022-03-31
676105decb78d87ad7a7ac3c,461,2021-10-08T00:00:00.000Z,R000116696,IntPayment,GL074043/20,28,49993,Receipt_2022-03-31
676105decb78d87ad7a7ac3d,0,2021-10-08T00:00:00.000Z,R000116697,PrincPayment,GL072846/20,28,112000,Receipt_2022-03-31
676105decb78d87ad7a7ac3e,1032,2021-10-08T00:00:00.000Z,R000116697,IntPayment,GL072846/20,28,112000,Receipt_2022-03-31
676105decb78d87ad7a7ac3f,22000,2021-10-08T00:00:00.000Z,R000116698,PrincPayment,GL077534/21,7,22000,Receipt_2022-03-31
676105decb78d87ad7a7ac40,51,2021-10-08T00:00:00.000Z,R000116698,IntPayment,GL077534/21,7,22000,Receipt_2022-03-31
676105decb78d87ad7a7ac41,5000,2021-10-08T00:00:00.000Z,R000116699,PrincPayment,GL068932/19,693,5000,Receipt_2022-03-31
676105decb78d87ad7a7ac42,1725,2021-10-08T00:00:00.000Z,R000116699,IntPayment,GL068932/19,693,5000,Receipt_2022-03-31
676105decb78d87ad7a7ac43,3600,2021-10-08T00:00:00.000Z,R000116700,PrincPayment,GL066782/19,239,3600,Receipt_2022-03-31
676105decb78d87ad7a7ac44,419,2021-10-08T00:00:00.000Z,R000116700,IntPayment,GL066782/19,239,3600,Receipt_2022-03-31
676105decb78d87ad7a7ac45,34000,2021-10-08T00:00:00.000Z,R000116701,PrincPayment,GL076620/21,10,34000,Receipt_2022-03-31
676105decb78d87ad7a7ac46,112,2021-10-08T00:00:00.000Z,R000116701,IntPayment,GL076620/21,10,34000,Receipt_2022-03-31
676105decb78d87ad7a7ac47,5607,2021-10-08T00:00:00.000Z,R000116702,PrincPayment,GL073609/20,10,75000,Receipt_2022-03-31
676105decb78d87ad7a7ac48,247,2021-10-08T00:00:00.000Z,R000116702,IntPayment,GL073609/20,10,75000,Receipt_2022-03-31
676105decb78d87ad7a7ac49,6000,2021-10-08T00:00:00.000Z,R000116703,PrincPayment,GL073086/20,71,6000,Receipt_2022-03-31
676105decb78d87ad7a7ac4a,207,2021-10-08T00:00:00.000Z,R000116703,IntPayment,GL073086/20,71,6000,Receipt_2022-03-31
676105decb78d87ad7a7ac4b,7000,2021-10-08T00:00:00.000Z,R000116704,PrincPayment,GL076786/21,28,29800,Receipt_2022-03-31
676105decb78d87ad7a7ac4c,275,2021-10-08T00:00:00.000Z,R000116704,IntPayment,GL076786/21,28,29800,Receipt_2022-03-31
676105decb78d87ad7a7ac4d,0,2021-10-08T00:00:00.000Z,R000116705,PrincPayment,GL074683/20,30,30000,Receipt_2022-03-31
676105decb78d87ad7a7ac4e,300,2021-10-08T00:00:00.000Z,R000116705,IntPayment,GL074683/20,30,30000,Receipt_2022-03-31
676105decb78d87ad7a7ac4f,0,2021-10-08T00:00:00.000Z,R000116706,PrincPayment,GL072000/20,30,13132,Receipt_2022-03-31
676105decb78d87ad7a7ac50,132,2021-10-08T00:00:00.000Z,R000116706,IntPayment,GL072000/20,30,13132,Receipt_2022-03-31
676105decb78d87ad7a7ac51,500,2021-10-08T00:00:00.000Z,R000116707,PrincPayment,GL075100/20,30,6500,Receipt_2022-03-31
676105decb78d87ad7a7ac52,65,2021-10-08T00:00:00.000Z,R000116707,IntPayment,GL075100/20,30,6500,Receipt_2022-03-31
676105e3cb78d87ad7a7ac53,0,2021-10-08T00:00:00.000Z,R000116708,PrincPayment,GL076432/21,28,75000,Receipt_2022-03-31
676105e3cb78d87ad7a7ac54,691,2021-10-08T00:00:00.000Z,R000116708,IntPayment,GL076432/21,28,75000,Receipt_2022-03-31
676105e3cb78d87ad7a7ac55,0,2021-10-08T00:00:00.000Z,R000116709,PrincPayment,GL076846/21,28,14000,Receipt_2022-03-31
676105e3cb78d87ad7a7ac56,129,2021-10-08T00:00:00.000Z,R000116709,IntPayment,GL076846/21,28,14000,Receipt_2022-03-31
676105e3cb78d87ad7a7ac57,110,2021-10-08T00:00:00.000Z,R000116710,PrincPayment,GL076798/21,28,7500,Receipt_2022-03-31
676105e3cb78d87ad7a7ac58,70,2021-10-08T00:00:00.000Z,R000116710,IntPayment,GL076798/21,28,7500,Receipt_2022-03-31
